numero,alcaldia,nombre mercado,numero oficial,numero de locales,latitud,longitud,coord
294.0,VENUSTIANO CARRANZA,MERCED ANEXO,106,186.0,19.424457914800001,-99.124946999900004,"19.4244579148,-99.1249469999"
313.0,VENUSTIANO CARRANZA,SONORA,107,407.0,19.422256914799998,-99.124635999999995,"19.4222569148,-99.124636"
278.0,VENUSTIANO CARRANZA,ALVARO OBREGON,140,211.0,19.411366914900000,-99.117860999900003,"19.4113669149,-99.1178609999"
318.0,VENUSTIANO CARRANZA,VEINTE DE ABRIL,174,272.0,19.427622914899999,-99.097642999900003,"19.4276229149,-99.0976429999"
277.0,VENUSTIANO CARRANZA,ADOLFO LOPEZ MATEOS,209,211.0,19.421212914900000,-99.072760000000002,"19.4212129149,-99.07276"
306.0,VENUSTIANO CARRANZA,PANTITLAN ARENAL,238,143.0,19.423501914900001,-99.065093999900000,"19.4235019149,-99.0650939999"
317.0,VENUSTIANO CARRANZA,VALLE GOMEZ,245,203.0,19.459118914699999,-99.121773999900000,"19.4591189147,-99.1217739999"
280.0,VENUSTIANO CARRANZA,ARENAL 4a SECCION,283,199.0,19.428317914800001,-99.056467999999995,"19.4283179148,-99.056468"
308.0,VENUSTIANO CARRANZA,PEÑON DE LOS BAÑOS,346,101.0,19.439611914800000,-99.084996999900000,"19.4396119148,-99.0849969999"
291.0,VENUSTIANO CARRANZA,LIC. OCTAVIO SENTIES,381,40.0,19.444884914799999,-99.107804999899997,"19.4448849148,-99.1078049999"
302.0,VENUSTIANO CARRANZA,MINILLAS,409,225.0,19.450255914800000,-99.115246999899995,"19.4502559148,-99.1152469999"
305.0,VENUSTIANO CARRANZA,NUEVO SAN LAZARO,901,78.0,19.407470914899999,-99.114828000000003,"19.4074709149,-99.114828"
283.0,VENUSTIANO CARRANZA,DEL PARQUE,903,106.0,19.416161914900002,-99.120967999900003,"19.4161619149,-99.1209679999"
83.0,CUAUHTEMOC,COLIMA,158,0.0,19.417549795799999,-99.170908510499999,"19.4175497958,-99.1709085105"
128.0,GUSTAVO A. MADERO,EMILIANO ZAPATA,57,301.0,19.463130000000000,-99.113543000000007,"19.46313,-99.113543"
18.0,AZCAPOTZALCO,AZCAPOTZALCO,35,546.0,19.482871914699999,-99.185438999900001,"19.4828719147,-99.1854389999"
33.0,AZCAPOTZALCO,SANTA LUCIA,137,150.0,19.476416914700000,-99.196398999899998,"19.4764169147,-99.1963989999"
25.0,AZCAPOTZALCO,NUEVA SANTA MARIA,143,126.0,19.464395914699999,-99.169259999900007,"19.4643959147,-99.1692599999"
22.0,AZCAPOTZALCO,JARDIN 23 DE ABRIL,227,154.0,19.482363914699999,-99.215321999899999,"19.4823639147,-99.2153219999"
23.0,AZCAPOTZALCO,JARDIN FORTUNA NACIONAL,228,71.0,19.480751914700001,-99.205177999900002,"19.4807519147,-99.2051779999"
30.0,AZCAPOTZALCO,PROVIDENCIA,247,143.0,19.491499914599999,-99.213631999900002,"19.4914999146,-99.2136319999"
28.0,AZCAPOTZALCO,PASTEROS,276,122.0,19.496203914599999,-99.197496999899997,"19.4962039146,-99.1974969999"
59.0,COYOACAN,COYOACAN,89,464.0,19.352734915100001,-99.161497999900007,"19.3527349151,-99.1614979999"
61.0,COYOACAN,EL RELOJ,155,90.0,19.318683915200001,-99.140531999900006,"19.3186839152,-99.1405319999"
73.0,COYOACAN,XOTEPINGO,157,124.0,19.338086915100000,-99.144551999900003,"19.3380869151,-99.1445519999"
52.0,COYOACAN,AJUSCO MOCTEZUMA,237,232.0,19.313026915300000,-99.162324999899994,"19.3130269153,-99.1623249999"
60.0,COYOACAN,EDUCACION PETROLERA,259,78.0,19.336302915099999,-99.131844999899997,"19.3363029151,-99.1318449999"
65.0,COYOACAN,LOS REYES COYOACAN,300,104.0,19.333525915100001,-99.157943999899999,"19.3335259151,-99.1579439999"
58.0,COYOACAN,COPILCO EL ALTO,347,68.0,19.331809915200001,-99.170684999900004,"19.3318099152,-99.1706849999"
77.0,CUAJIMALPA,ROSA TORRES,262,159.0,19.369909915000001,-99.288888999899996,"19.369909915,-99.2888889999"
148.0,GUSTAVO A. MADERO,SALVADO DIAZ MIRON,62,150.0,19.487865914600000,-99.099303000000006,"19.4878659146,-99.099303"
132.0,GUSTAVO A. MADERO,GABRIEL HERNANDEZ,69,214.0,19.501064914600001,-99.095051999899994,"19.5010649146,-99.0950519999"
119.0,GUSTAVO A. MADERO,AMPLIACION CASAS ALEMAN,116,192.0,19.476308914699999,-99.083831999899999,"19.4763089147,-99.0838319999"
138.0,GUSTAVO A. MADERO,MARTIN CARRERA,117,241.0,19.487061914700000,-99.106977000000001,"19.4870619147,-99.106977"
134.0,GUSTAVO A. MADERO,JUAN GONZALEZ ROMERO,160,201.0,19.506436914599998,-99.090048999900006,"19.5064369146,-99.0900489999"
121.0,GUSTAVO A. MADERO,BONDOJITO,161,181.0,19.465716914700000,-99.105756000000000,"19.4657169147,-99.105756"
161.0,GUSTAVO A. MADERO,SANTA ROSA,164,167.0,19.524593914600000,-99.168696999900007,"19.5245939146,-99.1686969999"
145.0,GUSTAVO A. MADERO,PUEBLO DE SAN JUAN DE ARAGON,185,64.0,19.468705914699999,-99.084210999899994,"19.4687059147,-99.0842109999"
153.0,GUSTAVO A. MADERO,SAN JUAN DE ARAGON UNIDAD 3,219,232.0,19.451799914799999,-99.071749999900007,"19.4517999148,-99.0717499999"
141.0,GUSTAVO A. MADERO,PRADERA,242,106.0,19.475677914700000,-99.067547999900000,"19.4756779147,-99.0675479999"
122.0,GUSTAVO A. MADERO,CAMPESTRE ARAGON,272,137.0,19.485921914700000,-99.078209999899997,"19.4859219147,-99.0782099999"
120.0,GUSTAVO A. MADERO,AMPLIACION GABRIEL HERNANDEZ,277,78.0,19.505860914599999,-99.099716000000001,"19.5058609146,-99.099716"
164.0,GUSTAVO A. MADERO,VEINTICINCO DE JULIO,302,249.0,19.496139914699999,-99.082619999900004,"19.4961399147,-99.0826199999"
157.0,GUSTAVO A. MADERO,SAN PEDRO EL CHICO,329,51.0,19.467876914700000,-99.095665999900007,"19.4678769147,-99.0956659999"
155.0,GUSTAVO A. MADERO,SAN JUAN DE ARAGON UNIDAD 6,339,190.0,19.466488914700001,-99.065753999999998,"19.4664889147,-99.065754"
124.0,GUSTAVO A. MADERO,CUATRO DE FEBRERO,404,120.0,19.506080914599998,-99.091100666599999,"19.5060809146,-99.0911006666"
125.0,GUSTAVO A. MADERO,CUAUTEPEC,405,74.0,19.549416914500000,-99.142907999900004,"19.5494169145,-99.1429079999"
131.0,GUSTAVO A. MADERO,FERROPLAZA,410,0.0,19.481733914700001,-99.116176999900006,"19.4817339147,-99.1161769999"
180.0,IZTACALCO,PANTITLAN CALLE 4,118,271.0,19.411156914900001,-99.062213000000000,"19.4111569149,-99.062213"
176.0,IZTACALCO,JUVENTINO ROSAS,134,208.0,19.393366914900000,-99.106074999900002,"19.3933669149,-99.1060749999"
171.0,IZTACALCO,BRAMADERO,135,278.0,19.391049914900002,-99.094739999900000,"19.3910499149,-99.0947399999"
177.0,IZTACALCO,LA CRUZ,147,249.0,19.402337914899999,-99.117364999900005,"19.4023379149,-99.1173649999"
178.0,IZTACALCO,LEANDRO VALLE,212,197.0,19.388531915000002,-99.067040999900001,"19.388531915,-99.0670409999"
172.0,IZTACALCO,EJIDOS DE LA MAGDALENA MIXHUCA,334,104.0,19.392240914999999,-99.089209999900007,"19.392240915,-99.0892099999"
202.0,IZTAPALAPA,SECTOR POPULAR,128,221.0,19.368648915000001,-99.119398000000004,"19.368648915,-99.119398"
186.0,IZTAPALAPA,CULHUACAN,186,109.0,19.337752915199999,-99.108483999900002,"19.3377529152,-99.1084839999"
197.0,IZTAPALAPA,SAN JUANICO,-191,108.0,19.373694915000002,-99.119794444400000,"19.373694915,-99.1197944444"
200.0,IZTAPALAPA,SANTA CRUZ MEYEHUALCO,200,146.0,19.346064915100001,-99.044046999900004,"19.3460649151,-99.0440469999"
199.0,IZTAPALAPA,SAN LORENZO XICOTENCATL,208,105.0,19.383375914999998,-99.027197999999999,"19.383375915,-99.027198"
189.0,IZTAPALAPA,GUADALUPE DEL MORAL,239,118.0,19.371148914999999,-99.076522999999995,"19.371148915,-99.076523"
207.0,MAGDALENA CONTRERAS,MAGDALENA CONTRERAS (LA LOMA),132,90.0,19.305449915200001,-99.239335999900007,"19.3054499152,-99.2393359999"
205.0,MAGDALENA CONTRERAS,CERRO DEL JUDIO,-383,91.0,19.318493915200001,-99.245673999900006,"19.3184939152,-99.2456739999"
231.0,MILPA ALTA,SAN ANTONIO TECOMITL,322,83.0,19.217280915500002,-98.989592999999999,"19.2172809155,-98.989593"
232.0,MILPA ALTA,SAN BARTOLOME XICOMULCO,408,0.0,19.205368200599999,-99.070129996299997,"19.2053682006,-99.0701299963"
13.0,ALVARO OBREGON,SANTA FE,162,177.0,19.381936915000001,-99.240418999900001,"19.381936915,-99.2404189999"
6.0,ALVARO OBREGON,MARIA G. GARCIA DE RUIZ,163,97.0,19.389486914999999,-99.211468999900006,"19.389486915,-99.2114689999"
3.0,ALVARO OBREGON,CRISTO REY,173,118.0,19.389942914999999,-99.202099999900000,"19.389942915,-99.2020999999"
11.0,ALVARO OBREGON,PANTEON JARDIN (FLORES),234,14.0,19.347953915100000,-99.207966999899995,"19.3479539151,-99.2079669999"
12.0,ALVARO OBREGON,PUENTE COLORADO,266,43.0,19.347163915100001,-99.231610999899999,"19.3471639151,-99.2316109999"
9.0,ALVARO OBREGON,MOLINO DE SANTO DOMINGO,369,94.0,19.394398914899998,-99.208375999899999,"19.3943989149,-99.2083759999"
4.0,ALVARO OBREGON,JALALPA EL GRANDE,413,61.0,19.368335914999999,-99.244175999899994,"19.368335915,-99.2441759999"
254.0,TLAHUAC,TLALTENCO (SAN FRANCISCO),211,117.0,19.295725915300000,-99.014865999999998,"19.2957259153,-99.014866"
245.0,TLAHUAC,LOS OLIVOS,253,94.0,19.296817915199998,-99.061708999999993,"19.2968179152,-99.061709"
246.0,TLAHUAC,MIGUEL HIDALGO,254,48.0,19.293472915300001,-99.046328000000003,"19.2934729153,-99.046328"
248.0,TLAHUAC,SAN JOSE,371,48.0,19.275872915299999,-98.996081000000004,"19.2758729153,-98.996081"
261.0,TLALPAN,FUENTES BROTANTES,267,26.0,19.284410915300001,-99.181394999899993,"19.2844109153,-99.1813949999"
268.0,TLALPAN,MIRADOR,1011,90.0,19.294963915299999,-99.226144999900001,"19.2949639153,-99.2261449999"
323.0,XOCHIMILCO,NATIVITAS,115,296.0,19.250631915400000,-99.094278999899998,"19.2506319154,-99.0942789999"
321.0,XOCHIMILCO,AMPLIACION TEPEPAN,-382,60.0,19.266354915299999,-99.133618999999996,"19.2663549153,-99.133619"
319.0,XOCHIMILCO,AHUALAPA,383,33.0,19.247118915400002,-99.070441999899998,"19.2471189154,-99.0704419999"
36.0,BENITO JUAREZ,ALAMOS,27,269.0,19.398623914900000,-99.144038999900005,"19.3986239149,-99.1440389999"
51.0,BENITO JUAREZ,VEINTICUATRO DE AGOSTO,47,265.0,19.390120915000001,-99.157565999900001,"19.390120915,-99.1575659999"
48.0,BENITO JUAREZ,SANTA CRUZ ATOYAC,175,101.0,19.370229914999999,-99.160922999899995,"19.370229915,-99.1609229999"
94.0,CUAUHTEMOC,LAGUNILLA SAN CAMILITO,4,75.0,19.441978914800000,-99.139031999899998,"19.4419789148,-99.1390319999"
107.0,CUAUHTEMOC,SAN COSME,6,533.0,19.441824914800002,-99.162254000000004,"19.4418249148,-99.162254"
98.0,CUAUHTEMOC,MARTINEZ DE LA TORRE (ZONA),7,600.0,19.445211914800002,-99.144294000000002,"19.4452119148,-99.144294"
91.0,CUAUHTEMOC,JUAREZ,8,454.0,19.426139914800000,-99.154582999900001,"19.4261399148,-99.1545829999"
80.0,CUAUHTEMOC,ABELARDO L. RODRIGUEZ (ZONA),16,246.0,19.437231914800002,-99.127951999900006,"19.4372319148,-99.1279519999"
88.0,CUAUHTEMOC,HIDALGO ZONA,18,975.0,19.413848914900001,-99.146099000000007,"19.4138489149,-99.146099"
92.0,CUAUHTEMOC,LA DALIA,19,421.0,19.452211914700001,-99.160091999900004,"19.4522119147,-99.1600919999"
99.0,CUAUHTEMOC,MELCHOR OCAMPO,20,517.0,19.410407914899999,-99.163498999900000,"19.4104079149,-99.1634989999"
109.0,CUAUHTEMOC,SAN JOAQUIN ZONA (PERALVILLO),22,477.0,19.462689914700000,-99.139323999900000,"19.4626899147,-99.1393239999"
82.0,CUAUHTEMOC,BUGAMBILIA,28,201.0,19.453569914799999,-99.152844999899997,"19.4535699148,-99.1528449999"
106.0,CUAUHTEMOC,PEQUEÑO COMERCIO,66,84.0,19.421562431400002,-99.136042115999999,"19.4215624314,-99.136042116"
103.0,CUAUHTEMOC,PALACIO DE LAS FLORES,74,133.0,19.429777914799999,-99.146058999999994,"19.4297779148,-99.146059"
112.0,CUAUHTEMOC,SAN JUAN PUGIBET,77,361.0,19.430035914800001,-99.144607999900003,"19.4300359148,-99.1446079999"
101.0,CUAUHTEMOC,MICHOACAN,153,35.0,19.411326914899998,-99.174459999899995,"19.4113269149,-99.1744599999"
212.0,MIGUEL HIDALGO,ANAHUAC ZONA,11,412.0,19.440754914799999,-99.169974999900006,"19.4407549148,-99.1699749999"
226.0,MIGUEL HIDALGO,TACUBA,32,1231.0,19.458109914800001,-99.186656999899995,"19.4581099148,-99.1866569999"
227.0,MIGUEL HIDALGO,TACUBAYA,33,512.0,19.398671915000001,-99.187193999900003,"19.398671915,-99.1871939999"
217.0,MIGUEL HIDALGO,ING. GONZALO PEÑA MANTEROLA (CARTAGENA),100,700.0,19.402815914900000,-99.188893999900003,"19.4028159149,-99.1888939999"
210.0,MIGUEL HIDALGO,AMERICA,124,307.0,19.404915914899998,-99.201983999899994,"19.4049159149,-99.2019839999"
219.0,MIGUEL HIDALGO,LAGO GASCASONICA,151,374.0,19.461432914700001,-99.191905999900001,"19.4614329147,-99.1919059999"
224.0,MIGUEL HIDALGO,SAN ISIDRO ANEXO,233,38.0,19.429720914800001,-99.221663999900002,"19.4297209148,-99.2216639999"
311.0,VENUSTIANO CARRANZA,ROMERO RUBIO,26,639.0,19.443997914800001,-99.099373000000000,"19.4439979148,-99.099373"
287.0,VENUSTIANO CARRANZA,JAMAICA COMIDAS,65,66.0,19.406722914900001,-99.122372999999996,"19.4067229149,-99.122373"
299.0,VENUSTIANO CARRANZA,MERCED NAVE MENOR,101,647.0,19.425487914800001,-99.122675999899997,"19.4254879148,-99.1226759999"
296.0,VENUSTIANO CARRANZA,MERCED COMIDAS,104,218.0,19.427299914900001,-99.122821999899998,"19.4272999149,-99.1228219999"
297.0,VENUSTIANO CARRANZA,MERCED FLORES,105,110.0,19.426066914900002,-99.125067999899997,"19.4260669149,-99.1250679999"
314.0,VENUSTIANO CARRANZA,SONORA ANEXO,-108,271.0,19.421713914800002,-99.124442999899998,"19.4217139148,-99.1244429999"
286.0,VENUSTIANO CARRANZA,IGNACIO ZARAGOZA,148,428.0,19.412540914899999,-99.091448999999997,"19.4125409149,-99.091449"
290.0,VENUSTIANO CARRANZA,JARDIN BALBUENA,159,133.0,19.415715914900002,-99.100897000000003,"19.4157159149,-99.100897"
281.0,VENUSTIANO CARRANZA,AVIACION CIVIL,187,124.0,19.414207914900000,-99.077710999999994,"19.4142079149,-99.077711"
279.0,VENUSTIANO CARRANZA,AQUILES SERDAN,197,222.0,19.447128914800000,-99.092320999999998,"19.4471289148,-99.092321"
284.0,VENUSTIANO CARRANZA,EMILIO CARRANZA,203,126.0,19.442404914800001,-99.118729999899998,"19.4424049148,-99.1187299999"
288.0,VENUSTIANO CARRANZA,JAMAICA NUEVO,235,1312.0,19.407749914899998,-99.123057000000003,"19.4077499149,-99.123057"
282.0,VENUSTIANO CARRANZA,CALZADO LA CENTRAL,264,172.0,19.450976914700000,-99.112503000000004,"19.4509769147,-99.112503"
104.0,CUAUHTEMOC,PASAJE CHAPULTEPEC,363,0.0,19.422825899599999,-99.175007601600001,"19.4228258996,-99.1750076016"
31.0,AZCAPOTZALCO,REYNOSA TAMAULIPAS,177,216.0,19.492139999999999,-99.183926999999997,"19.49214,-99.183927"
74.0,CUAJIMALPA,CONTADERO,-394,78.0,19.348248000000002,-99.300662000000003,"19.348248,-99.300662"
274.0,TLALPAN,VEINTICUATRO DE FEBRERO,394.1,53.0,19.274643000000001,-99.225477999999995,"19.274643,-99.225478"
