Alcaldía,Polígono ,Colonia ,Año,Mes,Ingreso por Estacionamiento en Vía Pública ,Contraprestación 30%                                (F)             ,Ingreso por Retiro de Candado Inmovilizador,70% Inmovilizador           (H),Pago al GCDMX       (F-H)
Miguel Hidalgo,lomas Chapultepec,Lomas Virreyes,2018,Noviembre,864440.0,259332.0,17996.8,12597.76,246734.24
Benito Juárez,Benito Juárez Sur,San José Insurgentes,2018,Noviembre,1489939.0,446981.7,162918.4,114042.88,332938.82
Benito Juárez,Benito Juárez Sur,Insurgentes Mixcoac,2018,Noviembre,626630.0,187989.0,74592.0,52214.4,135774.6
Benito Juárez,Benito Juárez Norte,Napoles,2018,Noviembre,2191183.0,657354.9,184230.4,128961.28,528393.62
Miguel Hidalgo,Polanco -Anzures,Bosques de Chapultepec,2018,Diciembre,1002875.0,300862.5,46649.6,32654.72,268207.78
Miguel Hidalgo,Polanco -Anzures,Polanco Reforma,2018,Diciembre,2291508.0,687452.4,98272.0,68790.4,618662.0
Miguel Hidalgo,Polanco -Anzures,Los Morales,2018,Diciembre,650974.0,195292.2,34809.6,24366.72,170925.48
Miguel Hidalgo,Polanco -Anzures,Rincón del Bosque,2018,Diciembre,155977.0,46793.1,14681.6,10277.12,36515.98
Miguel Hidalgo,Polanco -Anzures,Anzures,2018,Diciembre,1620781.0,486234.3,126924.8,88847.36,397386.94
Miguel Hidalgo,lomas Chapultepec,Lomas Virreyes,2018,Diciembre,733013.0,219903.9,14444.8,10111.36,209792.54
Cuauhtémoc,Roma - Hipódromo,Roma I,2018,Diciembre,3152539.0,945761.7,268531.2,187971.84,757789.86
Cuauhtémoc,Roma - Hipódromo,Roma II,2018,Diciembre,3076023.0,922806.9,252192.0,176534.4,746272.5
Benito Juárez,Benito Juárez Sur,Noche Buena,2018,Diciembre,416040.0,124812.0,52332.8,36632.96,88179.04
Benito Juárez,Benito Juárez Sur,Crédito Constructor,2018,Diciembre,306884.0,92065.2,29363.2,20554.24,71510.96
Benito Juárez,Benito Juárez Sur,San José Insurgentes,2018,Diciembre,1359802.0,407940.6,156288.0,109401.6,298539.0
Miguel Hidalgo,Polanco -Anzures,Chapultepec Morales,2019,Enero,2148723.0,644616.9,95903.5,67132.45,577484.45
Miguel Hidalgo,Polanco -Anzures,Palmitas,2019,Enero,488102.0,146430.6,25906.4,18134.48,128296.12
Miguel Hidalgo,Polanco -Anzures,Del Bosque,2019,Enero,119906.0,35971.8,3736.5,2615.55,33356.25
Miguel Hidalgo,Polanco -Anzures,Los Morales,2019,Enero,743379.0,223013.7,41350.6,28945.42,194068.28
Miguel Hidalgo,Polanco -Anzures,Anzures,2019,Enero,1843758.0,553127.4,142236.1,99565.27,453562.13
Cuauhtémoc,Roma - Hipódromo,Roma I,2019,Enero,3411303.0,1023390.9,269028.0,188319.6,835071.3
Cuauhtémoc,Roma - Hipódromo,Roma II,2019,Enero,3273204.0,981961.2,297176.3,208023.41,773937.79
Benito Juárez,Benito Juárez Sur,Noche Buena,2019,Enero,448900.0,134670.0,57791.2,40453.84,94216.16
Benito Juárez,Benito Juárez Sur,Crédito Constructor,2019,Enero,336601.0,100980.3,27650.1,19355.07,81625.23
Benito Juárez,Benito Juárez Sur,San José Insurgentes,2019,Enero,1473273.0,441981.9,182839.4,127987.58,313994.32
Benito Juárez,Benito Juárez Norte,Ciudad de los Deportes,2019,Enero,577488.0,173246.4,52806.4,36964.48,136281.92
Miguel Hidalgo,Polanco -Anzures,Bosques de Chapultepec,2019,Febrero,1059526.0,317857.8,39856.0,27899.2,289958.6
Miguel Hidalgo,Polanco -Anzures,Chapultepec Morales,2019,Febrero,2028377.0,608513.1,64766.0,45336.2,563176.9
Miguel Hidalgo,Polanco -Anzures,Polanco Chapultepec,2019,Febrero,3184711.0,955413.3,252338.3,176636.81,778776.49
Miguel Hidalgo,Polanco -Anzures,Los Morales,2019,Febrero,654931.0,196479.3,34126.7,23888.69,172590.61
Benito Juárez,Benito Juárez Sur,Noche Buena,2019,Febrero,427072.0,128121.6,68253.4,47777.38,80344.22
Benito Juárez,Benito Juárez Sur,Insurgentes Mixcoac,2019,Febrero,583263.0,174978.9,74231.8,51962.26,123016.64
Benito Juárez,Benito Juárez Norte,Ciudad de los Deportes,2019,Febrero,555411.0,166623.3,49321.8,34525.26,132098.04
Benito Juárez,Benito Juárez Norte,Napoles,2019,Febrero,2118871.0,635661.3,169886.2,118920.34,516740.96
Miguel Hidalgo,Polanco -Anzures,Chapultepec Morales,2019,Marzo,2140414.0,642124.2,79213.8,55449.66,586674.54
Miguel Hidalgo,Polanco -Anzures,Del Bosque,2019,Marzo,114513.0,34353.9,1992.8,1394.96,32958.94
Miguel Hidalgo,Polanco -Anzures,Rincón del Bosque,2019,Marzo,184525.0,55357.5,12953.2,9067.24,46290.26
Cuauhtémoc,Roma - Hipódromo,Hipódromo II,2019,Marzo,2351504.0,705451.2,230915.7,161640.99,543810.21
Benito Juárez,Benito Juárez Sur,Noche Buena,2019,Marzo,430455.0,129136.5,68751.6,48126.12,81010.38
Benito Juárez,Benito Juárez Sur,Insurgentes Mixcoac,2019,Marzo,631255.0,189376.5,81953.9,57367.73,132008.77
Benito Juárez,Benito Juárez Norte,Napoles,2019,Marzo,2204497.0,661349.1,151951.0,106365.7,554983.4
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Alameda,2019,Abril,435390.0,130617.0,21173.5,14821.45,115795.55
Miguel Hidalgo,Polanco -Anzures,Anzures,2019,Abril,1793049.0,537914.7,83946.7,58762.69,479152.01
Miguel Hidalgo,lomas Chapultepec,Lomas Virreyes,2019,Abril,795308.0,238592.4,10462.2,7323.54,231268.86
Cuauhtémoc,Roma - Hipódromo,Roma I,2019,Abril,3511553.0,1053465.9,167395.2,117176.64,936289.26
Cuauhtémoc,Roma - Hipódromo,Hipódromo II,2019,Abril,2209067.0,662720.1,149709.1,104796.37,557923.73
Benito Juárez,Benito Juárez Sur,San José Insurgentes,2019,Abril,1482962.0,444888.6,138250.5,96775.35,348113.25
Benito Juárez,Benito Juárez Sur,Insurgentes Mixcoac,2019,Abril,595030.0,178509.0,59784.0,41848.8,136660.2
Benito Juárez,Benito Juárez Norte,Ampliación Napoles,2019,Abril,698306.0,209491.8,42596.1,29817.27,179674.53
Miguel Hidalgo,Polanco -Anzures,Polanco Reforma,2019,Mayo,2724286.0,817285.8,56296.6,39407.62,777878.18
Miguel Hidalgo,Polanco -Anzures,Rincón del Bosque,2019,Mayo,198771.0,59631.3,7473.0,5231.1,54400.2
Miguel Hidalgo,Polanco -Anzures,Anzures,2019,Mayo,1919319.0,575795.7,51812.8,36268.96,539526.74
Miguel Hidalgo,lomas Chapultepec,Lomas de Chapultepec,2019,Mayo,4341839.0,1302551.7,66011.5,46208.05,1256343.65
Miguel Hidalgo,lomas Chapultepec,Lomas Virreyes,2019,Mayo,927318.0,278195.4,8967.6,6277.32,271918.08
Miguel Hidalgo,lomas Chapultepec,Recuperación de LDC por retiro de candado inmovilizador,2019,Abril,0.0,0.0,0.0,0.0,872.0
Cuauhtémoc,Roma - Hipódromo,Hipódromo II,2019,Mayo,2428796.0,728638.8,81953.9,57367.73,671271.07
Cuauhtémoc,Roma - Hipódromo,Recuperación de LDC por retiro de candado inmovilizador,2019,Abril,0.0,0.0,0.0,0.0,5057.0
Alvaro Obregón,Florida,Florida,2019,Mayo,1023985.0,307195.5,51314.6,35920.22,271275.28
Alvaro Obregón,Florida,Recuperación de LDC por retiro de candado inmovilizador,2019,Abril,0.0,0.0,0.0,0.0,175.0
Benito Juárez,Benito Juárez Sur,San José Insurgentes,2019,Mayo,1612693.0,483807.9,76224.6,53357.22,430450.68
Benito Juárez,Benito Juárez Norte,Napoles,2019,Mayo,2510704.0,753211.2,116827.9,81779.53,671431.67
Miguel Hidalgo,Polanco -Anzures,Bosques de Chapultepec,2019,Junio,1160661.0,348198.3,23664.5,16565.15,331633.15
Miguel Hidalgo,Polanco -Anzures,Del Bosque,2019,Junio,115346.0,34603.8,1245.5,871.85,33731.95
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Palmas,2019,Junio,672508.0,201752.4,20177.1,14123.97,187628.43
Cuauhtémoc,Roma - Hipódromo,Roma I,2019,Junio,3634454.0,1090336.2,89676.0,62773.2,1027563.0
Cuauhtémoc,Roma - Hipódromo,Hipódromo I,2019,Junio,2650443.0,795132.9,115831.5,81082.05,714050.85
Benito Juárez,Benito Juárez Sur,Noche Buena,2019,Junio,416281.7,124884.51,25657.3,17960.11,106924.4
Benito Juárez,Benito Juárez Norte,Ciudad de los Deportes,2019,Junio,560056.0,168016.8,28646.5,20052.55,147964.25
Benito Juárez,Benito Juárez Norte,Ampliación Napoles,2019,Junio,737762.0,221328.6,28397.4,19878.18,201450.42
Miguel Hidalgo,Polanco -Anzures,Polanco Chapultepec,2019,Julio,3513250.0,1053975.0,122557.2,85790.04,968184.96
Miguel Hidalgo,Polanco -Anzures,Polanco Reforma,2019,Julio,2728888.0,818666.4,93661.6,65563.12,753103.28
Miguel Hidalgo,Polanco -Anzures,Anzures,2019,Julio,2010109.0,603032.7,56047.5,39233.25,563799.45
Cuauhtémoc,Roma - Hipódromo,Roma II,2019,Julio,3718155.0,1115446.5,87932.3,61552.61,1053893.89
Cuauhtémoc,Roma - Hipódromo,Hipódromo I,2019,Julio,2752244.0,825673.2,135759.5,95031.65,730641.55
Benito Juárez,Benito Juárez Sur,Crédito Constructor,2019,Julio,360865.63,108259.689,12704.1,8892.87,99366.819
Benito Juárez,Benito Juárez Sur,Extremadura Insurgentes,2019,Julio,303100.26,90930.078,16191.5,11334.05,79596.028
Benito Juárez,Benito Juárez Norte,Ciudad de los Deportes,2019,Julio,644336.0,193300.8,26155.5,18308.85,174991.95
Benito Juárez,Benito Juárez Norte,Recuperación de LDC por retiro de candado inmovilizador,2019,Junio,0.0,0.0,0.0,0.0,1046.0
Miguel Hidalgo,Polanco -Anzures,Polanco Reforma,2019,Agosto,2694859.0,808457.7,88430.5,61901.35,746556.35
Miguel Hidalgo,Polanco -Anzures,Los Morales,2019,Agosto,732368.0,219710.4,17187.9,12031.53,207678.87
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Alameda,2019,Agosto,430646.0,129193.8,14198.7,9939.09,119254.71
Miguel Hidalgo,Polanco -Anzures,Anzures,2019,Agosto,1970136.0,591040.8,57542.1,40279.47,550761.33
Miguel Hidalgo,lomas Chapultepec,Lomas Virreyes,2019,Agosto,952847.0,285854.1,11209.5,7846.65,278007.45
Cuauhtémoc,Roma - Hipódromo,Roma II,2019,Agosto,3814474.0,1144342.2,106116.6,74281.62,1070060.58
Cuauhtémoc,Roma - Hipódromo,Hipódromo II,2019,Agosto,2574857.0,772457.1,89177.8,62424.46,710032.64
Alvaro Obregón,Florida,Florida,2019,Agosto,959153.0,287745.9,56047.5,39233.25,248512.65
Benito Juárez,Benito Juárez Sur,Insurgentes Mixcoac,2019,Agosto,666433.89,199930.167,53556.5,37489.55,162440.617
Benito Juárez,Benito Juárez Sur,Recuperación de LDC por retiro de candado inmovilizador,2019,Agosto,0.0,0.0,0.0,0.0,2790.0
Benito Juárez,Benito Juárez Norte,Ampliación Napoles,2019,Agosto,763490.0,229047.0,25657.3,17960.11,211086.89
Miguel Hidalgo,Polanco -Anzures,Chapultepec Morales,2019,Septiembre,2135835.0,640750.5,68004.3,47603.01,593147.49
Miguel Hidalgo,Polanco -Anzures,Palmitas,2019,Septiembre,482837.0,144851.1,15942.4,11159.68,133691.42
Miguel Hidalgo,Polanco -Anzures,Rincón del Bosque,2019,Septiembre,161418.0,48425.4,3487.4,2441.18,45984.22
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Alameda,2019,Septiembre,471262.0,141378.6,15942.4,11159.68,130218.92
Benito Juárez,Benito Juárez Sur,Noche Buena,2019,Septiembre,428892.99,128667.897,31635.7,22144.99,106522.907
Benito Juárez,Benito Juárez Sur,Extremadura Insurgentes,2019,Septiembre,272291.54,81687.462,15195.1,10636.57,71050.892
Benito Juárez,Benito Juárez Sur,Insurgentes Mixcoac,2019,Septiembre,647676.24,194302.872,42596.1,29817.27,164485.602
Miguel Hidalgo,Polanco -Anzures,Chapultepec Morales,2019,Octubre,2466669.0,740000.7,70495.3,49346.71,690653.99
Miguel Hidalgo,Polanco -Anzures,Los Morales,2019,Octubre,764285.0,229285.5,35372.2,24760.54,204524.96
Miguel Hidalgo,Polanco -Anzures,Rincón del Bosque,2019,Octubre,186438.0,55931.4,4732.9,3313.03,52618.37
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Palmas,2019,Octubre,741430.0,222429.0,28895.6,20226.92,202202.08
Miguel Hidalgo,Polanco -Anzures,Anzures,2019,Octubre,2059673.0,617901.9,68502.5,47951.75,569950.15
Miguel Hidalgo,lomas Chapultepec,Lomas Virreyes,2019,Octubre,1049709.0,314912.7,12704.1,8892.87,306019.83
Cuauhtémoc,Roma - Hipódromo,Roma II,2019,Octubre,3789425.0,1136827.5,119318.9,83523.23,1053304.27
Benito Juárez,Benito Juárez Sur,Noche Buena,2019,Octubre,509381.26,152814.378,38610.5,27027.35,125787.028
Benito Juárez,Benito Juárez Sur,San José Insurgentes,2019,Octubre,1643376.53,493012.959,105618.4,73932.88,419080.079
Miguel Hidalgo,Polanco -Anzures,Los Morales,2019,Noviembre,678598.0,203579.4,27899.2,19529.44,184049.96
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Alameda,2019,Noviembre,465526.0,139657.8,11707.7,8195.39,131462.41
Benito Juárez,Benito Juárez Sur,Crédito Constructor,2019,Noviembre,324792.5,97437.75,19429.8,13600.86,83836.89
Benito Juárez,Benito Juárez Norte,Ciudad de los Deportes,2019,Noviembre,592576.0,177772.8,23415.4,16390.78,161382.02
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Alameda,2019,Diciembre,405963.0,121788.9,8469.4,5928.58,115860.32
Miguel Hidalgo,Polanco -Anzures,Anzures,2019,Diciembre,1674354.0,502306.2,47827.2,33479.04,468827.16
Miguel Hidalgo,lomas Chapultepec,Lomas de Chapultepec,2019,Diciembre,3663304.0,1098991.2,59285.8,41500.06,1057491.14
Miguel Hidalgo,lomas Chapultepec,Lomas Virreyes,2019,Diciembre,767632.0,230289.6,10462.2,7323.54,222966.06
Alvaro Obregón,Florida,Florida,2019,Diciembre,804684.0,241405.2,31884.8,22319.36,219085.84
Benito Juárez,Benito Juárez Sur,Insurgentes Mixcoac,2019,Diciembre,566894.4,170068.32,38112.3,26678.61,143389.71
Miguel Hidalgo,Polanco -Anzures,Polanco Chapultepec,2020,Enero,3690830.0,1107249.0,105372.3,73760.61,1033488.39
Miguel Hidalgo,Polanco -Anzures,Palmitas,2020,Enero,513191.0,153957.3,12168.3,8517.81,145439.49
Miguel Hidalgo,Polanco -Anzures,Los Morales,2020,Enero,734934.0,220480.2,26666.7,18666.69,201813.51
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Alameda,2020,Enero,481882.0,144564.6,8284.8,5799.36,138765.24
Cuauhtémoc,Roma - Hipódromo,Hipódromo II,2020,Enero,2365118.0,709535.4,76634.4,53644.08,655891.32
Benito Juárez,Benito Juárez Sur,Crédito Constructor,2020,Enero,321980.22,96594.066,20194.2,14135.94,82458.126
Benito Juárez,Benito Juárez Sur,San José Insurgentes,2020,Enero,1516000.06,454800.018,85954.8,60168.36,394631.658
Benito Juárez,Benito Juárez Sur,Recuperación de LDC por retiro de candado inmovilizador (noviembre 2019),2020,Enero,0.0,0.0,0.0,0.0,872.0
Benito Juárez,Benito Juárez Norte,Ingreso por Conciliacion SEMOVI vs Concesionario,2020,Enero,,0.0,,0.0,63486.0
Miguel Hidalgo,Polanco -Anzures,Polanco Reforma,2020,Febrero,2092829.0,627848.7,81553.5,57087.45,570761.25
Miguel Hidalgo,Polanco -Anzures,Los Morales,2020,Febrero,655318.0,196595.4,22006.5,15404.55,181190.85
Cuauhtémoc,Roma - Hipódromo,Roma I,2020,Febrero,3605368.0,1081610.4,141100.5,98770.35,982840.05
Alvaro Obregón,Florida,Florida,2020,Febrero,842924.0,252877.2,44789.7,31352.79,221524.41
Benito Juárez,Benito Juárez Sur,Noche Buena,2020,Febrero,429759.84,128927.95,28479.0,19935.3,108992.65
Benito Juárez,Benito Juárez Sur,Crédito Constructor,2020,Febrero,316022.5,94806.75,17346.3,12142.41,82664.34
Benito Juárez,Benito Juárez Sur,Extremadura Insurgentes,2020,Febrero,272878.82,81863.65,16569.6,11598.72,70264.93
Benito Juárez,Benito Juárez Sur,Recuperación de LDC por retiro de candado inmovilizador (enero 2020),2020,Febrero,,,,,906.0
Benito Juárez,Benito Juárez Norte,Ciudad de los Deportes,2020,Febrero,587596.0,176278.8,24595.5,17216.85,159061.95
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Palmas,2020,Marzo,565056.0,169516.8,13721.7,9605.19,159911.61
Miguel Hidalgo,Polanco -Anzures,Anzures,2020,Marzo,1481627.0,444488.1,40647.3,28453.11,416034.99
Miguel Hidalgo,lomas Chapultepec,Lomas Virreyes,2020,Marzo,628981.0,188694.3,9061.5,6343.05,182351.25
Cuauhtémoc,Roma - Hipódromo,Roma II,2020,Marzo,2564939.0,769481.7,96569.7,67598.79,701882.91
Cuauhtémoc,Roma - Hipódromo,Hipódromo I,2020,Marzo,1781916.0,534574.8,83883.6,58718.52,475856.28
Cuauhtémoc,Roma - Hipódromo,Hipódromo II,2020,Marzo,1677844.0,503353.2,62394.9,43676.43,459676.77
Alvaro Obregón,Florida,Florida,2020,Marzo,630185.0,189055.5,39870.6,27909.42,161146.08
Benito Juárez,Benito Juárez Sur,Crédito Constructor,2020,Marzo,245512.16,73653.648,12945.0,9061.5,64592.148
Benito Juárez,Benito Juárez Sur,Extremadura Insurgentes,2020,Marzo,242767.26,72830.178,17087.4,11961.18,60868.998
Benito Juárez,Benito Juárez Sur,San José Insurgentes,2020,Marzo,1228378.74,368513.62,76116.6,53281.62,315232.0
Miguel Hidalgo,Polanco -Anzures,Rincón del Bosque,2020,Abril,51609.0,15482.7,0.0,0.0,15482.7
Cuauhtémoc,Roma - Hipódromo,Hipódromo I,2020,Abril,337992.0,101397.6,1553.4,1087.38,100310.22
Cuauhtémoc,Roma - Hipódromo,Hipódromo II,2020,Abril,336283.0,100884.9,1812.3,1268.61,99616.29
Benito Juárez,Benito Juárez Sur,Noche Buena,2020,Abril,101469.04,30440.712,1294.5,906.15,29534.562
Benito Juárez,Benito Juárez Sur,San José Insurgentes,2020,Abril,312295.52,93688.656,4919.1,3443.37,90245.286
Benito Juárez,Benito Juárez Sur,Insurgentes Mixcoac,2020,Abril,97782.74,29334.822,2071.2,1449.84,27884.982
Benito Juárez,Benito Juárez Norte,Ciudad de los Deportes,2020,Abril,131722.0,39516.6,2071.2,1449.84,38066.76
Benito Juárez,Benito Juárez Norte,Ampliación Napoles,2020,Abril,131295.0,39388.5,5695.8,3987.06,35401.44
Miguel Hidalgo,Polanco -Anzures,Bosques de Chapultepec,2020,Mayo,90611.0,27183.3,0.0,0.0,27183.3
Miguel Hidalgo,Polanco -Anzures,Chapultepec Morales,2020,Mayo,236795.0,71038.5,0.0,0.0,71038.5
Miguel Hidalgo,Polanco -Anzures,Rincón del Bosque,2020,Mayo,26507.0,7952.1,0.0,0.0,7952.1
Miguel Hidalgo,lomas Chapultepec,Lomas Virreyes,2020,Mayo,66532.0,19959.6,0.0,0.0,19959.6
Cuauhtémoc,Roma - Hipódromo,Roma II,2020,Mayo,268754.0,80626.2,,0.0,80626.2
Benito Juárez,Benito Juárez Sur,Recuperación de LDC por retiro de candado inmovilizador (abril 2020),2020,Mayo,0.0,0.0,,0.0,362.0
Benito Juárez,Benito Juárez Sur,San José Insurgentes,2020,Mayo,148842.2,44652.66,0.0,0.0,44652.66
Benito Juárez,Benito Juárez Norte,Recuperación de LDC por retiro de candado inmovilizador (agosto 2019),2020,Mayo,0.0,0.0,0.0,0.0,1495.0
Benito Juárez,Benito Juárez Norte,Recuperación de LDC por retiro de candado inmovilizador (noviembre 2019),2020,Mayo,0.0,0.0,0.0,0.0,3986.0
Benito Juárez,Benito Juárez Norte,Recuperación de LDC por retiro de candado inmovilizador (diciembre 2019),2020,Mayo,0.0,0.0,0.0,0.0,1245.0
Benito Juárez,Benito Juárez Norte,Ampliación Napoles,2020,Mayo,73677.0,22103.1,0.0,0.0,22103.1
Benito Juárez,Benito Juárez Norte,Napoles,2020,Mayo,250920.0,75276.0,0.0,0.0,75276.0
Miguel Hidalgo,Polanco -Anzures,Palmitas,2020,Junio,74542.0,22362.6,0.0,0.0,22362.6
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Alameda,2020,Junio,53308.0,15992.4,0.0,0.0,15992.4
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Palmas,2020,Junio,192853.0,57855.9,0.0,0.0,57855.9
Cuauhtémoc,Roma - Hipódromo,Roma II,2020,Junio,525896.0,157768.8,,0.0,157768.8
Alvaro Obregón,Florida,Florida,2020,Junio,186775.0,56032.5,,0.0,56032.5
Benito Juárez,Benito Juárez Sur,San José Insurgentes,2020,Junio,109546.76,32864.028,,0.0,32864.028
Benito Juárez,Benito Juárez Norte,Napoles,2020,Junio,410268.0,123080.4,,0.0,123080.4
Miguel Hidalgo,Polanco -Anzures,Polanco Chapultepec,2020,Julio,1728150.0,518445.0,109514.7,76660.29,441784.71
Miguel Hidalgo,Polanco -Anzures,Polanco Reforma,2020,Julio,1469756.0,440926.8,69903.0,48932.1,391994.7
Miguel Hidalgo,Polanco -Anzures,Rincón del Bosque,2020,Julio,124339.0,37301.7,6731.4,4711.98,32589.72
Miguel Hidalgo,Polanco -Anzures,Anzures,2020,Julio,1085796.0,325738.8,68867.4,48207.18,277531.62
Alvaro Obregón,Florida,Florida,2020,Julio,380672.0,114201.6,45566.4,31896.48,82305.12
Benito Juárez,Benito Juárez Sur,Extremadura Insurgentes,2020,Julio,185788.57,55736.571,22524.3,15767.01,39969.561
Benito Juárez,Benito Juárez Sur,San José Insurgentes,2020,Julio,873919.28,262175.784,114692.7,80284.89,181890.894
Benito Juárez,Benito Juárez Norte,Ampliación Napoles,2020,Julio,478660.0,143598.0,46343.1,32440.17,111157.83
Miguel Hidalgo,Polanco -Anzures,Chapultepec Morales,2020,Agosto,1646560.0,493968.0,73527.6,51469.32,442498.68
Miguel Hidalgo,Polanco -Anzures,Polanco Chapultepec,2020,Agosto,2030894.0,609268.2,131521.2,92064.84,517203.36
Miguel Hidalgo,Polanco -Anzures,Del Bosque,2020,Agosto,41382.0,12414.6,1553.4,1087.38,11327.22
Miguel Hidalgo,lomas Chapultepec,Lomas Virreyes,2020,Agosto,513645.0,154093.5,21488.7,15042.09,139051.41
Cuauhtémoc,Roma - Hipódromo,Roma I,2020,Agosto,2546139.0,763841.7,201165.3,140815.71,623025.99
Cuauhtémoc,Roma - Hipódromo,Roma II,2020,Agosto,2448754.0,734626.2,168802.8,118161.96,616464.24
Cuauhtémoc,Roma - Hipódromo,Hipódromo I,2020,Agosto,1807415.0,542224.5,140582.7,98407.89,443816.61
Alvaro Obregón,Florida,Florida,2020,Agosto,422286.0,126685.8,49449.9,34614.93,92070.87
Benito Juárez,Benito Juárez Sur,San José Insurgentes,2020,Agosto,913598.72,274079.616,106407.9,74485.53,199594.086
Miguel Hidalgo,Polanco -Anzures,Los Morales,2020,Septiembre,,,,,
Miguel Hidalgo,lomas Chapultepec,Lomas de Chapultepec,2020,Septiembre,,,,,
Cuauhtémoc,Roma - Hipódromo,Roma I,2020,Septiembre,,,,,
Cuauhtémoc,Roma - Hipódromo,Roma II,2020,Septiembre,,,,,
Alvaro Obregón,Florida,Florida,2020,Septiembre,,,,,
Benito Juárez,Benito Juárez Sur,Noche Buena,2020,Septiembre,,,,,
Benito Juárez,Benito Juárez Sur,Insurgentes Mixcoac,2020,Septiembre,,,,,
Benito Juárez,Benito Juárez Norte,Napoles,2020,Septiembre,,0.0,,0.0,0.0
Miguel Hidalgo,Polanco -Anzures,Polanco Chapultepec,2020,Octubre,,0.0,,0.0,0.0
Miguel Hidalgo,Polanco -Anzures,Rincón del Bosque,2020,Octubre,,0.0,,0.0,0.0
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Alameda,2020,Octubre,,0.0,,0.0,0.0
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Palmas,2020,Octubre,,0.0,,0.0,0.0
Miguel Hidalgo,lomas Chapultepec,Lomas Virreyes,2020,Octubre,,0.0,,0.0,0.0
Benito Juárez,Benito Juárez Sur,Crédito Constructor,2020,Octubre,,0.0,,0.0,0.0
Benito Juárez,Benito Juárez Sur,Extremadura Insurgentes,2020,Octubre,,0.0,,0.0,0.0
Benito Juárez,Benito Juárez Sur,San José Insurgentes,2020,Octubre,,0.0,,0.0,0.0
Benito Juárez,Benito Juárez Sur,Insurgentes Mixcoac,2020,Octubre,,0.0,,0.0,0.0
Benito Juárez,Benito Juárez Norte,Napoles,2020,Octubre,,0.0,,0.0,0.0
Miguel Hidalgo,Polanco -Anzures,Bosques de Chapultepec,2020,Noviembre,,0.0,,0.0,0.0
Miguel Hidalgo,Polanco -Anzures,Palmitas,2020,Noviembre,,0.0,,0.0,0.0
Miguel Hidalgo,Polanco -Anzures,Del Bosque,2020,Noviembre,,0.0,,0.0,0.0
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Palmas,2020,Noviembre,,0.0,,0.0,0.0
Miguel Hidalgo,Polanco -Anzures,Anzures,2020,Noviembre,,0.0,,0.0,0.0
Miguel Hidalgo,lomas Chapultepec,Lomas de Chapultepec,2020,Noviembre,,0.0,,0.0,0.0
Cuauhtémoc,Roma - Hipódromo,Hipódromo I,2020,Noviembre,,0.0,,0.0,0.0
Cuauhtémoc,Roma - Hipódromo,Hipódromo II,2020,Noviembre,,0.0,,0.0,0.0
Benito Juárez,Benito Juárez Sur,San José Insurgentes,2020,Noviembre,,0.0,,0.0,0.0
Benito Juárez,Benito Juárez Sur,Recuperación de LDC por retiro de candado inmovilizador,2020,Noviembre,,0.0,,0.0,0.0
Benito Juárez,Benito Juárez Norte,Ingreso por Conciliacion SEMOVI vs Concesionario,2020,Noviembre,,0.0,,0.0,0.0
Miguel Hidalgo,lomas Chapultepec,Lomas de Chapultepec,2020,Diciembre,,0.0,,0.0,0.0
Miguel Hidalgo,lomas Chapultepec,Lomas Virreyes,2020,Diciembre,,0.0,,0.0,0.0
Cuauhtémoc,Roma - Hipódromo,Roma II,2020,Diciembre,,0.0,,0.0,0.0
Cuauhtémoc,Roma - Hipódromo,Hipódromo I,2020,Diciembre,,0.0,,0.0,0.0
Benito Juárez,Benito Juárez Sur,Noche Buena,2020,Diciembre,,0.0,,0.0,0.0
Benito Juárez,Benito Juárez Sur,Extremadura Insurgentes,2020,Diciembre,,0.0,,0.0,0.0
Benito Juárez,Benito Juárez Sur,San José Insurgentes,2020,Diciembre,,0.0,,0.0,0.0
Benito Juárez,Benito Juárez Sur,Insurgentes Mixcoac,2020,Diciembre,,0.0,,0.0,0.0
Benito Juárez,Benito Juárez Sur,Recuperación de LDC por retiro de candado inmovilizador,2020,Diciembre,,0.0,,0.0,0.0
Miguel Hidalgo,Polanco,Polanco Reforma,2012,Enero,37677.0,11303.1,0.0,0.0,11303.1
Miguel Hidalgo,Polanco,Polanco Chapultepec,2012,Abril,1057108.0,317132.4,0.0,0.0,317132.4
Miguel Hidalgo,Polanco,Polanco Reforma,2012,Abril,689476.0,206842.8,0.0,0.0,206842.8
Miguel Hidalgo,Polanco,Palmitas,2012,Abril,223084.0,66925.2,0.0,0.0,66925.2
Miguel Hidalgo,Polanco,Del Bosque,2012,Mayo,54591.0,16377.3,0.0,0.0,16377.3
