Alcaldía,Polígono ,Colonia ,Año,Mes,Ingreso por Estacionamiento en Vía Pública ,Contraprestación 30%                                (F)             ,Ingreso por Retiro de Candado Inmovilizador,70% Inmovilizador           (H),Pago al GCDMX       (F-H)
Miguel Hidalgo,Polanco,Palmitas,2012,Febrero,204270.0,61281.0,0.0,0.0,61281.0
Miguel Hidalgo,Polanco,Los Morales,2012,Junio,464162.0,139248.6,0.0,0.0,139248.6
Miguel Hidalgo,Polanco,Rincón del Bosque,2012,Junio,99802.0,29940.6,0.0,0.0,29940.6
Miguel Hidalgo,Polanco,Morales Secc. Palmas,2012,Junio,337447.0,101234.1,0.0,0.0,101234.1
Miguel Hidalgo,Polanco,Polanco Reforma,2012,Julio,1133326.0,339997.8,0.0,0.0,339997.8
Miguel Hidalgo,Polanco,Palmitas,2012,Julio,273372.0,82011.6,0.0,0.0,82011.6
Miguel Hidalgo,Polanco,Morales Secc. Alameda,2012,Julio,221706.0,66511.8,0.0,0.0,66511.8
Miguel Hidalgo,Polanco,Chapultepec Morales,2012,Octubre,1514097.0,454229.1,0.0,0.0,454229.1
Miguel Hidalgo,Polanco,Polanco Reforma,2012,Octubre,1277753.0,383325.9,0.0,0.0,383325.9
Miguel Hidalgo,Polanco,Los Morales,2012,Octubre,521134.0,156340.2,0.0,0.0,156340.2
Miguel Hidalgo,Polanco,Morales Secc. Alameda,2012,Octubre,246242.0,73872.6,0.0,0.0,73872.6
Miguel Hidalgo,Polanco,Morales Secc. Palmas,2012,Octubre,354524.0,106357.2,0.0,0.0,106357.2
Miguel Hidalgo,Polanco,Chapultepec Morales,2012,Noviembre,1406052.0,421815.6,0.0,0.0,421815.6
Miguel Hidalgo,Polanco,Polanco Reforma,2012,Noviembre,1197881.0,359364.3,0.0,0.0,359364.3
Miguel Hidalgo,Polanco,Los Morales,2012,Diciembre,467038.0,140111.4,0.0,0.0,140111.4
Miguel Hidalgo,Lomas Chapultepec,Lomas de Chapultepec,2012,Diciembre,1250799.0,375239.7,0.0,0.0,375239.7
Miguel Hidalgo,Polanco -Anzures,Rincón del Bosque,2013,Marzo,102659.0,30797.7,0.0,0.0,30797.7
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Alameda,2013,Marzo,199193.0,59757.9,0.0,0.0,59757.9
Miguel Hidalgo,Polanco -Anzures,Anzures,2013,Marzo,313767.0,94130.1,0.0,0.0,94130.1
Miguel Hidalgo,Lomas Chapultepec,Lomas de Chapultepec,2013,Marzo,1543140.0,462942.0,0.0,0.0,462942.0
Miguel Hidalgo,Lomas Chapultepec,Lomas Virreyes,2013,Marzo,264785.0,79435.5,0.0,0.0,79435.5
Miguel Hidalgo,Polanco -Anzures,Bosques de Chapultepec,2013,Abril,689619.0,206885.7,0.0,0.0,206885.7
Miguel Hidalgo,Polanco -Anzures,Chapultepec Morales,2013,Abril,1610460.0,483138.0,0.0,0.0,483138.0
Miguel Hidalgo,Polanco -Anzures,Palmitas,2013,Abril,327303.0,98190.9,0.0,0.0,98190.9
Miguel Hidalgo,Polanco -Anzures,Rincón del Bosque,2013,Abril,126121.0,37836.3,0.0,0.0,37836.3
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Alameda,2013,Abril,236709.0,71012.7,0.0,0.0,71012.7
Miguel Hidalgo,Lomas Chapultepec,Lomas de Chapultepec,2013,Abril,1958885.0,587665.5,0.0,0.0,587665.5
Miguel Hidalgo,Lomas Chapultepec,Lomas Virreyes,2013,Abril,329659.0,98897.7,0.0,0.0,98897.7
Miguel Hidalgo,Polanco -Anzures,Bosques de Chapultepec,2013,Mayo,738697.0,221609.1,0.0,0.0,221609.1
Miguel Hidalgo,Polanco -Anzures,Del Bosque,2013,Julio,77621.0,23286.3,0.0,0.0,23286.3
Miguel Hidalgo,Polanco -Anzures,Rincón del Bosque,2013,Julio,131741.0,39522.3,0.0,0.0,39522.3
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Alameda,2013,Julio,219419.0,65825.7,0.0,0.0,65825.7
Miguel Hidalgo,Polanco -Anzures,Anzures,2013,Julio,1338363.0,401508.9,0.0,0.0,401508.9
Cuauhtémoc,Roma - Hipódromo,Hipódromo II,2013,Julio,739031.0,221709.3,0.0,0.0,221709.3
Miguel Hidalgo,Polanco -Anzures,Bosques de Chapultepec,2013,Agosto,756279.0,226883.7,0.0,0.0,226883.7
Miguel Hidalgo,Polanco -Anzures,Palmitas,2013,Agosto,373797.0,112139.1,0.0,0.0,112139.1
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Palmas,2013,Agosto,460971.0,138291.3,0.0,0.0,138291.3
Miguel Hidalgo,Polanco -Anzures,Palmitas,2013,Septiembre,358267.0,107480.1,0.0,0.0,107480.1
Miguel Hidalgo,Polanco -Anzures,Del Bosque,2013,Septiembre,73981.0,22194.3,0.0,0.0,22194.3
Cuauhtémoc,Roma Hipódromo,Roma II,2013,Septiembre,1378068.0,413420.4,0.0,0.0,413420.4
Miguel Hidalgo,Polanco -Anzures,Bosques de Chapultepec,2013,Octubre,850108.0,255032.4,0.0,0.0,255032.4
Miguel Hidalgo,Polanco -Anzures,Polanco Chapultepec,2013,Octubre,1658301.0,497490.3,0.0,0.0,497490.3
Miguel Hidalgo,Polanco -Anzures,Del Bosque,2013,Octubre,97828.0,29348.4,0.0,0.0,29348.4
Miguel Hidalgo,Polanco -Anzures,Rincón del Bosque,2013,Octubre,127284.0,38185.2,0.0,0.0,38185.2
Miguel Hidalgo,Polanco -Anzures,Anzures,2013,Octubre,1415699.0,424709.7,0.0,0.0,424709.7
Cuauhtémoc,Roma Hipódromo,Roma II,2013,Octubre,1613511.0,484053.3,0.0,0.0,484053.3
Miguel Hidalgo,Lomas Chapultepec,Lomas Virreyes,2013,Noviembre,431286.0,129385.8,0.0,0.0,129385.8
Cuauhtémoc,Roma Hipódromo,Roma II,2013,Noviembre,1435959.0,430787.7,0.0,0.0,430787.7
Cuauhtémoc,Roma Hipódromo,Hipódromo I,2013,Noviembre,1344397.0,403319.1,0.0,0.0,403319.1
Cuauhtémoc,Roma Hipódromo,Hipódromo II,2013,Noviembre,1054740.0,316422.0,0.0,0.0,316422.0
Miguel Hidalgo,Polanco -Anzures,Chapultepec Morales,2013,Diciembre,1695484.0,508645.2,0.0,0.0,508645.2
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Palmas,2013,Diciembre,430302.0,129090.6,0.0,0.0,129090.6
Miguel Hidalgo,Lomas Chapultepec,Lomas Virreyes,2013,Diciembre,407766.0,122329.8,0.0,0.0,122329.8
Cuauhtémoc,Roma Hipódromo,Roma II,2013,Diciembre,1333578.0,400073.4,0.0,0.0,400073.4
Cuauhtémoc,Roma Hipódromo,Hipódromo I,2013,Diciembre,1254666.0,376399.8,0.0,0.0,376399.8
Miguel Hidalgo,Polanco -Anzures,Bosques de Chapultepec,2014,Enero,723247.0,216974.1,0.0,0.0,216974.1
Miguel Hidalgo,Polanco -Anzures,Polanco Reforma,2014,Enero,1703140.0,510942.0,0.0,0.0,510942.0
Miguel Hidalgo,Polanco -Anzures,Del Bosque,2014,Enero,87608.0,26282.4,0.0,0.0,26282.4
Cuauhtémoc,Roma Hipódromo,Hipódromo II,2014,Enero,1130690.0,339207.0,0.0,0.0,339207.0
Miguel Hidalgo,Polanco -Anzures,Bosques de Chapultepec,2014,Febrero,697064.0,209119.2,0.0,0.0,209119.2
Miguel Hidalgo,Polanco -Anzures,Del Bosque,2014,Febrero,76155.0,22846.5,0.0,0.0,22846.5
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Alameda,2014,Marzo,249562.0,74868.6,0.0,0.0,74868.6
Miguel Hidalgo,Lomas Chapultepec,Lomas Virreyes,2014,Marzo,444766.0,133429.8,0.0,0.0,133429.8
Cuauhtémoc,Roma Hipódromo,Roma II,2014,Marzo,1516704.0,455011.2,0.0,0.0,455011.2
Miguel Hidalgo,Polanco -Anzures,Palmitas,2014,Abril,443596.0,133078.8,0.0,0.0,133078.8
Miguel Hidalgo,Polanco -Anzures,Rincón del Bosque,2014,Abril,134751.0,40425.3,0.0,0.0,40425.3
Miguel Hidalgo,Polanco -Anzures,Del Bosque,2014,Junio,73709.0,22112.7,0.0,0.0,22112.7
Miguel Hidalgo,Polanco -Anzures,Los Morales,2014,Junio,613046.0,183913.8,0.0,0.0,183913.8
Miguel Hidalgo,Lomas Chapultepec,Lomas Virreyes,2014,Junio,457491.0,137247.3,0.0,0.0,137247.3
Cuauhtémoc,Roma - Hipódromo,Roma I,2014,Junio,1911067.0,573320.1,0.0,0.0,573320.1
Cuauhtémoc,Roma - Hipódromo,Roma II,2014,Junio,1574713.0,472413.9,0.0,0.0,472413.9
Cuauhtémoc,Roma - Hipódromo,Hipódromo I,2014,Junio,1487725.0,446317.5,0.0,0.0,446317.5
Miguel Hidalgo,Polanco -Anzures,Chapultepec Morales,2014,Julio,1848255.0,554476.5,0.0,0.0,554476.5
Miguel Hidalgo,Polanco -Anzures,Polanco Reforma,2014,Julio,1628411.0,488523.3,0.0,0.0,488523.3
Miguel Hidalgo,Polanco -Anzures,Anzures,2014,Julio,1485441.0,445632.3,0.0,0.0,445632.3
Miguel Hidalgo,lomas Chapultepec,Lomas de Chapultepec,2014,Julio,2438241.0,731472.3,0.0,0.0,731472.3
Cuauhtémoc,Roma Hipódromo,Roma I,2014,Julio,2090148.0,627044.4,0.0,0.0,627044.4
Miguel Hidalgo,Polanco -Anzures,Bosques de Chapultepec,2014,Agosto,728056.0,218416.8,0.0,0.0,218416.8
Miguel Hidalgo,Polanco -Anzures,Polanco Reforma,2014,Agosto,1560708.0,468212.4,0.0,0.0,468212.4
Miguel Hidalgo,Polanco -Anzures,Los Morales,2014,Agosto,613662.0,184098.6,0.0,0.0,184098.6
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Alameda,2014,Agosto,239605.0,71881.5,0.0,0.0,71881.5
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Palmas,2014,Agosto,445422.0,133626.6,0.0,0.0,133626.6
Miguel Hidalgo,Polanco -Anzures,Polanco Reforma,2014,Septiembre,1563632.0,469089.6,0.0,0.0,469089.6
Cuauhtémoc,Roma Hipódromo,Roma I,2014,Septiembre,2459323.0,737796.9,0.0,0.0,737796.9
Miguel Hidalgo,Polanco -Anzures,Anzures,2014,Octubre,1578617.0,473585.1,0.0,0.0,473585.1
Miguel Hidalgo,lomas Chapultepec,Lomas de Chapultepec,2014,Octubre,2909251.0,872775.3,0.0,0.0,872775.3
Cuauhtémoc,Roma - Hipódromo,Roma I,2014,Octubre,2802253.0,840675.9,0.0,0.0,840675.9
Cuauhtémoc,Roma - Hipódromo,Hipódromo I,2014,Octubre,2220809.0,666242.7,0.0,0.0,666242.7
Benito Juárez,Benito Juárez Sur,Noche Buena,2014,Octubre,402850.0,120855.0,0.0,0.0,120855.0
Miguel Hidalgo,Polanco -Anzures,Bosques de Chapultepec,2014,Noviembre,693156.0,207946.8,0.0,0.0,207946.8
Miguel Hidalgo,Polanco -Anzures,Chapultepec Morales,2014,Noviembre,1521202.0,456360.6,0.0,0.0,456360.6
Miguel Hidalgo,Polanco -Anzures,Polanco Chapultepec,2014,Noviembre,2003035.0,600910.5,0.0,0.0,600910.5
Miguel Hidalgo,lomas Chapultepec,Lomas de Chapultepec,2014,Noviembre,2443816.0,733144.8,0.0,0.0,733144.8
Cuauhtémoc,Roma - Hipódromo,Roma I,2014,Noviembre,2420136.0,726040.8,0.0,0.0,726040.8
Cuauhtémoc,Roma - Hipódromo,Hipódromo II,2014,Noviembre,1711586.0,513475.8,0.0,0.0,513475.8
Alvaro Obregón,Florida,Florida,2014,Noviembre,566084.0,169825.2,0.0,0.0,169825.2
Benito Juárez,Benito Juárez Sur,Noche Buena,2014,Noviembre,327081.0,98124.3,0.0,0.0,98124.3
Miguel Hidalgo,Polanco -Anzures,Polanco Chapultepec,2014,Diciembre,2024253.0,607275.9,0.0,0.0,607275.9
Miguel Hidalgo,Polanco -Anzures,Del Bosque,2014,Diciembre,92433.0,27729.9,0.0,0.0,27729.9
Miguel Hidalgo,Polanco -Anzures,Rincón del Bosque,2014,Diciembre,127582.0,38274.6,0.0,0.0,38274.6
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Alameda,2014,Diciembre,238822.0,71646.6,0.0,0.0,71646.6
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Palmas,2014,Diciembre,450925.0,135277.5,0.0,0.0,135277.5
Miguel Hidalgo,lomas Chapultepec,Lomas de Chapultepec,2014,Diciembre,2516016.0,754804.8,0.0,0.0,754804.8
Cuauhtémoc,Roma - Hipódromo,Roma II,2014,Diciembre,2260118.0,678035.4,0.0,0.0,678035.4
Alvaro Obregón,Florida,Florida,2014,Diciembre,592922.0,177876.6,0.0,0.0,177876.6
Benito Juárez,Benito Juárez Sur,Crédito Constructor,2014,Diciembre,290635.0,87190.5,0.0,0.0,87190.5
Benito Juárez,Benito Juárez Sur,Extremadura Insurgentes,2014,Diciembre,146977.0,44093.1,0.0,0.0,44093.1
Benito Juárez,Benito Juárez Sur,Insurgentes Mixcoac,2014,Diciembre,272417.0,81725.1,0.0,0.0,81725.1
Benito Juárez,Benito Juárez Sur,Recuperación de LDC por retiro de candado inmovilizador,2014,Diciembre,0.0,0.0,0.0,0.0,1452.6
Benito Juárez,Benito Juárez Norte,Ciudad de los Deportes,2014,Diciembre,498202.0,149460.6,110623.5,77436.45,72024.15
Miguel Hidalgo,Polanco -Anzures,Chapultepec Morales,2015,Enero,1660875.86207,498262.758621,0.0,0.0,498262.758621
Miguel Hidalgo,Polanco -Anzures,Polanco Chapultepec,2015,Enero,2157081.89655,647124.568966,0.0,0.0,647124.568966
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Palmas,2015,Enero,459369.827586,137810.948276,0.0,0.0,137810.948276
Miguel Hidalgo,Polanco -Anzures,Anzures,2015,Enero,1429262.06897,428778.62069,0.0,0.0,428778.62069
Miguel Hidalgo,lomas Chapultepec,Lomas de Chapultepec,2015,Enero,2594517.24138,778355.172414,0.0,0.0,778355.172414
Miguel Hidalgo,lomas Chapultepec,Lomas Virreyes,2015,Enero,462631.034483,138789.310345,0.0,0.0,138789.310345
Alvaro Obregón,Florida,Florida,2015,Enero,586164.0,175849.2,0.0,0.0,175849.2
Benito Juárez,Benito Juárez Sur,Crédito Constructor,2015,Enero,288270.0,86481.0,0.0,0.0,86481.0
Miguel Hidalgo,Polanco -Anzures,Chapultepec Morales,2015,Febrero,1534238.0,460271.4,0.0,0.0,460271.4
Miguel Hidalgo,Polanco -Anzures,Palmitas,2015,Febrero,352712.0,105813.6,0.0,0.0,105813.6
Miguel Hidalgo,Polanco -Anzures,Del Bosque,2015,Febrero,88027.0,26408.1,0.0,0.0,26408.1
Miguel Hidalgo,Polanco -Anzures,Anzures,2015,Febrero,1348983.0,404694.9,0.0,0.0,404694.9
Miguel Hidalgo,lomas Chapultepec,Lomas Virreyes,2015,Febrero,501510.0,150453.0,0.0,0.0,150453.0
Cuauhtémoc,Roma - Hipódromo,Roma I,2015,Febrero,2421546.0,726463.8,0.0,0.0,726463.8
Cuauhtémoc,Roma - Hipódromo,Hipódromo I,2015,Febrero,2050891.0,615267.3,0.0,0.0,615267.3
Alvaro Obregón,Florida,Florida,2015,Febrero,617424.0,185227.2,0.0,0.0,185227.2
Benito Juárez,Benito Juárez Sur,Crédito Constructor,2015,Febrero,280770.0,84231.0,46718.5,32702.95,51528.05
Benito Juárez,Benito Juárez Sur,Insurgentes Mixcoac,2015,Febrero,418893.0,125667.9,72487.0,50740.9,74927.0
Miguel Hidalgo,Polanco -Anzures,Bosques de Chapultepec,2015,Marzo,767619.0,230285.7,0.0,0.0,230285.7
Miguel Hidalgo,Polanco -Anzures,Del Bosque,2015,Marzo,101016.0,30304.8,0.0,0.0,30304.8
Miguel Hidalgo,Polanco -Anzures,Los Morales,2015,Marzo,597559.0,179267.7,0.0,0.0,179267.7
Miguel Hidalgo,Polanco -Anzures,Anzures,2015,Marzo,1530512.0,459153.6,0.0,0.0,459153.6
Cuauhtémoc,Roma - Hipódromo,Hipódromo II,2015,Marzo,1929533.0,578859.9,0.0,0.0,578859.9
Benito Juárez,Benito Juárez Sur,Crédito Constructor,2015,Marzo,329147.0,98744.1,57612.5,40328.75,58415.35
Benito Juárez,Benito Juárez Sur,Extremadura Insurgentes,2015,Marzo,214687.0,64406.1,42109.5,29476.65,34929.45
Benito Juárez,Benito Juárez Sur,Insurgentes Mixcoac,2015,Marzo,480656.0,144196.8,97836.5,68485.55,75711.25
Miguel Hidalgo,Polanco -Anzures,Bosques de Chapultepec,2015,Abril,779885.0,233965.5,0.0,0.0,233965.5
Miguel Hidalgo,Polanco -Anzures,Chapultepec Morales,2015,Abril,1665727.0,499718.1,0.0,0.0,499718.1
Miguel Hidalgo,Polanco -Anzures,Polanco Reforma,2015,Abril,1727022.0,518106.6,0.0,0.0,518106.6
Miguel Hidalgo,Polanco -Anzures,Palmitas,2015,Abril,361206.0,108361.8,0.0,0.0,108361.8
Miguel Hidalgo,Polanco -Anzures,Del Bosque,2015,Abril,94263.0,28278.9,0.0,0.0,28278.9
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Alameda,2015,Abril,225025.0,67507.5,0.0,0.0,67507.5
Miguel Hidalgo,lomas Chapultepec,Lomas de Chapultepec,2015,Abril,2578401.0,773520.3,0.0,0.0,773520.3
Miguel Hidalgo,lomas Chapultepec,Lomas Virreyes,2015,Abril,527216.0,158164.8,0.0,0.0,158164.8
Benito Juárez,Benito Juárez Sur,San José Insurgentes,2015,Abril,1209162.0,362748.6,171580.5,120106.35,242642.25
Benito Juárez,Benito Juárez Norte,Ciudad de los Deportes,2015,Abril,496083.0,148824.9,98884.0,69218.8,79606.1
Miguel Hidalgo,Polanco -Anzures,Bosques de Chapultepec,2015,Mayo,754592.0,226377.6,0.0,0.0,226377.6
Miguel Hidalgo,Polanco -Anzures,Polanco Reforma,2015,Mayo,1779847.0,533954.1,0.0,0.0,533954.1
Miguel Hidalgo,Polanco -Anzures,Rincón del Bosque,2015,Mayo,122941.0,36882.3,0.0,0.0,36882.3
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Palmas,2015,Mayo,429145.0,128743.5,0.0,0.0,128743.5
Cuauhtémoc,Roma - Hipódromo,Roma I,2015,Mayo,2610053.0,783015.9,0.0,0.0,783015.9
Cuauhtémoc,Roma - Hipódromo,Hipódromo I,2015,Mayo,2239962.0,671988.6,0.0,0.0,671988.6
Cuauhtémoc,Roma - Hipódromo,Hipódromo II,2015,Mayo,1944042.0,583212.6,0.0,0.0,583212.6
Alvaro Obregón,Florida,Florida,2015,Mayo,648953.0,194685.9,0.0,0.0,194685.9
Benito Juárez,Benito Juárez Sur,Crédito Constructor,2015,Mayo,323192.0,96957.6,58869.5,41208.65,55748.95
Benito Juárez,Benito Juárez Sur,Extremadura Insurgentes,2015,Mayo,223721.0,67116.3,49861.0,34902.7,32213.6
Benito Juárez,Benito Juárez Norte,Ciudad de los Deportes,2015,Mayo,485612.0,145683.6,96579.5,67605.65,78077.95
Miguel Hidalgo,Polanco -Anzures,Palmitas,2015,Junio,410149.0,123044.7,0.0,0.0,123044.7
Miguel Hidalgo,Polanco -Anzures,Los Morales,2015,Junio,642974.0,192892.2,0.0,0.0,192892.2
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Palmas,2015,Junio,502956.0,150886.8,0.0,0.0,150886.8
Miguel Hidalgo,lomas Chapultepec,Lomas de Chapultepec,2015,Junio,3001284.0,900385.2,0.0,0.0,900385.2
Cuauhtémoc,Roma - Hipódromo,Roma I,2015,Junio,2723953.0,817185.9,0.0,0.0,817185.9
Cuauhtémoc,Roma - Hipódromo,Roma II,2015,Junio,2585022.0,775506.6,0.0,0.0,775506.6
Cuauhtémoc,Roma - Hipódromo,Hipódromo II,2015,Junio,2040559.0,612167.7,0.0,0.0,612167.7
Benito Juárez,Benito Juárez Sur,Crédito Constructor,2015,Junio,368148.0,110444.4,69554.0,48687.8,61756.6
Benito Juárez,Benito Juárez Norte,Ciudad de los Deportes,2015,Junio,540681.0,162204.3,92180.0,64526.0,97678.3
Benito Juárez,Benito Juárez Norte,Ampliación Napoles,2015,Junio,607187.0,182156.1,107473.5,75231.45,106924.65
Miguel Hidalgo,Polanco -Anzures,Bosques de Chapultepec,2015,Julio,836082.0,250824.6,0.0,0.0,250824.6
Miguel Hidalgo,Polanco -Anzures,Del Bosque,2015,Julio,108329.0,32498.7,0.0,0.0,32498.7
Cuauhtémoc,Roma - Hipódromo,Roma I,2015,Julio,2921928.0,876578.4,0.0,0.0,876578.4
Benito Juárez,Benito Juárez Norte,Ampliación Napoles,2015,Julio,574275.0,172282.5,106426.0,74498.2,97784.3
Miguel Hidalgo,Polanco -Anzures,Bosques de Chapultepec,2015,Agosto,766464.0,229939.2,0.0,0.0,229939.2
Miguel Hidalgo,Polanco -Anzures,Chapultepec Morales,2015,Agosto,1727441.0,518232.3,0.0,0.0,518232.3
Miguel Hidalgo,Polanco -Anzures,Polanco Chapultepec,2015,Agosto,2361600.0,708480.0,0.0,0.0,708480.0
Miguel Hidalgo,Polanco -Anzures,Polanco Reforma,2015,Agosto,1848762.0,554628.6,0.0,0.0,554628.6
Miguel Hidalgo,Polanco -Anzures,Palmitas,2015,Agosto,367141.0,110142.3,0.0,0.0,110142.3
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Palmas,2015,Agosto,440071.0,132021.3,0.0,0.0,132021.3
Miguel Hidalgo,lomas Chapultepec,Lomas de Chapultepec,2015,Agosto,2599897.0,779969.1,0.0,0.0,779969.1
Cuauhtémoc,Roma - Hipódromo,Roma II,2015,Agosto,2639105.0,791731.5,0.0,0.0,791731.5
Cuauhtémoc,Roma - Hipódromo,Hipódromo II,2015,Agosto,2049393.0,614817.9,0.0,0.0,614817.9
Benito Juárez,Benito Juárez Norte,Ciudad de los Deportes,2015,Agosto,526950.0,158085.0,80867.0,56606.9,101478.1
Benito Juárez,Benito Juárez Norte,Ampliación Napoles,2015,Agosto,569083.0,170724.9,83381.0,58366.7,112358.2
Miguel Hidalgo,Polanco -Anzures,Polanco Chapultepec,2015,Septiembre,2243624.0,673087.2,0.0,0.0,673087.2
Miguel Hidalgo,Polanco -Anzures,Polanco Reforma,2015,Septiembre,1796511.0,538953.3,0.0,0.0,538953.3
Miguel Hidalgo,Polanco -Anzures,Rincón del Bosque,2015,Septiembre,128152.0,38445.6,0.0,0.0,38445.6
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Alameda,2015,Septiembre,277330.0,83199.0,0.0,0.0,83199.0
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Palmas,2015,Septiembre,453181.0,135954.3,0.0,0.0,135954.3
Miguel Hidalgo,lomas Chapultepec,Lomas de Chapultepec,2015,Septiembre,2740632.0,822189.6,0.0,0.0,822189.6
Cuauhtémoc,Roma - Hipódromo,Hipódromo II,2015,Septiembre,1931410.0,579423.0,0.0,0.0,579423.0
Alvaro Obregón,Florida,Florida,2015,Septiembre,705451.0,211635.3,0.0,0.0,211635.3
Benito Juárez,Benito Juárez Sur,Noche Buena,2015,Septiembre,451874.0,135562.2,77096.0,53967.2,81595.0
Benito Juárez,Benito Juárez Norte,Ciudad de los Deportes,2015,Septiembre,523656.0,157096.8,68925.5,48247.85,108848.95
Benito Juárez,Benito Juárez Norte,Ampliación Napoles,2015,Septiembre,565679.0,169703.7,78981.5,55287.05,114416.65
Miguel Hidalgo,Polanco -Anzures,Chapultepec Morales,2015,Octubre,1713082.0,513924.6,0.0,0.0,513924.6
Miguel Hidalgo,Polanco -Anzures,Los Morales,2015,Octubre,601795.0,180538.5,0.0,0.0,180538.5
Miguel Hidalgo,Polanco -Anzures,Morales Secc. Palmas,2015,Octubre,435103.0,130530.9,0.0,0.0,130530.9
Miguel Hidalgo,Polanco -Anzures,Anzures,2015,Octubre,1525593.0,457677.9,0.0,0.0,457677.9
Miguel Hidalgo,lomas Chapultepec,Lomas de Chapultepec,2015,Octubre,2875322.0,862596.6,0.0,0.0,862596.6
Cuauhtémoc,Roma - Hipódromo,Hipódromo I,2015,Octubre,2328891.0,698667.3,0.0,0.0,698667.3
Benito Juárez,Benito Juárez Sur,San José Insurgentes,2015,Octubre,1427529.0,428258.7,213690.0,149583.0,278675.7
Benito Juárez,Benito Juárez Sur,Insurgentes Mixcoac,2015,Octubre,616028.0,184808.4,92808.5,64965.95,119842.45
Benito Juárez,Benito Juárez Norte,Ciudad de los Deportes,2015,Octubre,598596.0,179578.8,88828.0,62179.6,117399.2
Benito Juárez,Benito Juárez Norte,Ampliación Napoles,2015,Octubre,613870.0,184161.0,87780.5,61446.35,122714.65
Miguel Hidalgo,Polanco -Anzures,Chapultepec Morales,2015,Noviembre,1526142.0,457842.6,0.0,0.0,457842.6
Miguel Hidalgo,Polanco -Anzures,Polanco Chapultepec,2015,Noviembre,2214478.0,664343.4,0.0,0.0,664343.4
Miguel Hidalgo,Polanco -Anzures,Palmitas,2015,Noviembre,359463.0,107838.9,0.0,0.0,107838.9
Miguel Hidalgo,Polanco -Anzures,Del Bosque,2015,Noviembre,93284.0,27985.2,0.0,0.0,27985.2
Miguel Hidalgo,Polanco -Anzures,Rincón del Bosque,2015,Noviembre,115533.0,34659.9,0.0,0.0,34659.9
Cuauhtémoc,Roma - Hipódromo,Roma I,2015,Noviembre,2602852.0,780855.6,0.0,0.0,780855.6
Cuauhtémoc,Roma - Hipódromo,Hipódromo I,2015,Noviembre,1987602.0,596280.6,0.0,0.0,596280.6
Benito Juárez,Benito Juárez Sur,San José Insurgentes,2015,Noviembre,1295554.0,388666.2,191902.0,134331.4,254334.8
Miguel Hidalgo,Polanco -Anzures,Polanco Chapultepec,2015,Diciembre,2125570.0,637671.0,0.0,0.0,637671.0
Miguel Hidalgo,Polanco -Anzures,Polanco Reforma,2015,Diciembre,1811456.0,543436.8,0.0,0.0,543436.8
Miguel Hidalgo,Polanco -Anzures,Del Bosque,2015,Diciembre,79592.0,23877.6,0.0,0.0,23877.6
Miguel Hidalgo,Polanco -Anzures,Los Morales,2015,Diciembre,543680.0,163104.0,0.0,0.0,163104.0
Miguel Hidalgo,Polanco -Anzures,Rincón del Bosque,2015,Diciembre,119940.0,35982.0,0.0,0.0,35982.0
Miguel Hidalgo,Polanco -Anzures,Anzures,2015,Diciembre,1363354.0,409006.2,0.0,0.0,409006.2
Miguel Hidalgo,lomas Chapultepec,Lomas de Chapultepec,2015,Diciembre,2586508.0,775952.4,0.0,0.0,775952.4
Cuauhtémoc,Roma - Hipódromo,Roma I,2015,Diciembre,2703709.0,811112.7,0.0,0.0,811112.7
Alvaro Obregón,Florida,Florida,2015,Diciembre,636685.0,191005.5,0.0,0.0,191005.5
Benito Juárez,Benito Juárez Sur,San José Insurgentes,2015,Diciembre,1370047.0,411014.1,168019.0,117613.3,293400.8
Benito Juárez,Benito Juárez Sur,Insurgentes Mixcoac,2015,Diciembre,528148.0,158444.4,74372.5,52060.75,106383.65
Benito Juárez,Benito Juárez Norte,Ciudad de los Deportes,2015,Diciembre,567615.0,170284.5,86104.5,60273.15,110011.35
Miguel Hidalgo,Polanco -Anzures,Chapultepec Morales,2016,Enero,1473754.0,442126.2,0.0,0.0,442126.2
Miguel Hidalgo,Polanco -Anzures,Palmitas,2016,Enero,369638.0,110891.4,0.0,0.0,110891.4
Miguel Hidalgo,Polanco -Anzures,Del Bosque,2016,Enero,65412.0,19623.6,0.0,0.0,19623.6
Miguel Hidalgo,Polanco -Anzures,Los Morales,2016,Enero,505259.0,151577.7,0.0,0.0,151577.7
Miguel Hidalgo,Polanco -Anzures,Rincón del Bosque,2016,Enero,114916.0,34474.8,0.0,0.0,34474.8
