Red Manual
city: Ciudad de M&eacute;xico	
cityCode: MEX
country: M&eacute;xico		
mesurementAgency: SIMAT		
URL: http://www.aire.cdmx.gob.mx
timeStamp:,1989/01/08 al 2017/10/28		
average_interval: 001d
Date,cve_station,cve_parameter,value,unit
07/04/1995,XAL,PbPM10,0.302,2
13/04/1995,CES,PbPM10,0.108,2
13/04/1995,MER,PbPM10,0.169,2
13/04/1995,PED,PbPM10,0.074,2
13/04/1995,TLA,PbPM10,0.224,2
13/04/1995,XAL,PbPM10,0.147,2
19/04/1995,CES,PbPM10,0.065,2
19/04/1995,MER,PbPM10,0.139,2
19/04/1995,PED,PbPM10,0.0001,2
19/04/1995,TLA,PbPM10,0.178,2
19/04/1995,XAL,PbPM10,0.536,2
25/04/1995,CES,PbPM10,0.0001,2
25/04/1995,MER,PbPM10,0.058,2
25/04/1995,PED,PbPM10,0.0001,2
25/04/1995,TLA,PbPM10,0.138,2
25/04/1995,XAL,PbPM10,0.19,2
01/05/1995,CES,PbPM10,0.065,2
01/05/1995,MER,PbPM10,0.058,2
01/05/1995,PED,PbPM10,0.0001,2
01/05/1995,TLA,PbPM10,0.115,2
01/05/1995,XAL,PbPM10,0.069,2
07/05/1995,CES,PbPM10,0.0001,2
07/05/1995,MER,PbPM10,0.051,2
07/05/1995,PED,PbPM10,0.0001,2
07/05/1995,TLA,PbPM10,0.112,2
07/05/1995,XAL,PbPM10,0.0001,2
13/05/1995,CES,PbPM10,0.049,2
13/05/1995,MER,PbPM10,0.082,2
13/05/1995,PED,PbPM10,0.036,2
13/05/1995,TLA,PbPM10,0.167,2
13/05/1995,XAL,PbPM10,0.31,2
19/05/1995,CES,PbPM10,0.037,2
19/05/1995,MER,PbPM10,0.144,2
19/05/1995,PED,PbPM10,0.044,2
19/05/1995,TLA,PbPM10,0.305,2
19/05/1995,XAL,PbPM10,0.096,2
25/05/1995,CES,PbPM10,0.0001,2
25/05/1995,MER,PbPM10,0.127,2
25/05/1995,PED,PbPM10,0.0001,2
25/05/1995,TLA,PbPM10,0.157,2
25/05/1995,XAL,PbPM10,0.085,2
31/05/1995,CES,PbPM10,0.046,2
31/05/1995,MER,PbPM10,0.106,2
31/05/1995,PED,PbPM10,0.039,2
31/05/1995,TLA,PbPM10,0.136,2
31/05/1995,XAL,PbPM10,0.059,2
06/06/1995,CES,PbPM10,0.052,2
06/06/1995,MER,PbPM10,0.112,2
06/06/1995,PED,PbPM10,0.057,2
06/06/1995,TLA,PbPM10,0.24,2
06/06/1995,XAL,PbPM10,0.201,2
12/06/1995,CES,PbPM10,0.075,2
12/06/1995,MER,PbPM10,0.104,2
12/06/1995,PED,PbPM10,0.061,2
12/06/1995,TLA,PbPM10,0.14,2
12/06/1995,XAL,PbPM10,0.094,2
18/06/1995,CES,PbPM10,0.066,2
18/06/1995,MER,PbPM10,0.077,2
18/06/1995,PED,PbPM10,0.0001,2
18/06/1995,TLA,PbPM10,0.06,2
18/06/1995,XAL,PbPM10,0.086,2
24/06/1995,CES,PbPM10,0.1,2
24/06/1995,MER,PbPM10,0.148,2
24/06/1995,PED,PbPM10,0.034,2
24/06/1995,TLA,PbPM10,0.083,2
24/06/1995,XAL,PbPM10,0.062,2
30/06/1995,CES,PbPM10,0.056,2
30/06/1995,MER,PbPM10,0.0001,2
30/06/1995,PED,PbPM10,0.0001,2
30/06/1995,TLA,PbPM10,0.135,2
30/06/1995,XAL,PbPM10,0.159,2
05/08/1995,CES,PbPM10,0.144,2
05/08/1995,MER,PbPM10,0.091,2
05/08/1995,PED,PbPM10,0.0001,2
05/08/1995,TLA,PbPM10,0.146,2
05/08/1995,XAL,PbPM10,0.123,2
11/08/1995,CES,PbPM10,0.063,2
11/08/1995,MER,PbPM10,0.179,2
11/08/1995,PED,PbPM10,0.0001,2
11/08/1995,TLA,PbPM10,0.251,2
11/08/1995,XAL,PbPM10,0.297,2
17/08/1995,CES,PbPM10,0.078,2
17/08/1995,MER,PbPM10,0.154,2
17/08/1995,PED,PbPM10,0.071,2
17/08/1995,TLA,PbPM10,0.276,2
17/08/1995,XAL,PbPM10,0.229,2
23/08/1995,CES,PbPM10,0.084,2
23/08/1995,MER,PbPM10,0.179,2
23/08/1995,PED,PbPM10,0.093,2
23/08/1995,TLA,PbPM10,0.209,2
23/08/1995,XAL,PbPM10,0.293,2
29/08/1995,CES,PbPM10,0.132,2
29/08/1995,MER,PbPM10,0.172,2
29/08/1995,PED,PbPM10,0.058,2
29/08/1995,TLA,PbPM10,0.07,2
29/08/1995,XAL,PbPM10,0.168,2
04/09/1995,CES,PbPM10,0.143,2
04/09/1995,MER,PbPM10,0.317,2
04/09/1995,PED,PbPM10,0.121,2
04/09/1995,TLA,PbPM10,0.266,2
04/09/1995,XAL,PbPM10,0.255,2
10/09/1995,CES,PbPM10,0.054,2
10/09/1995,MER,PbPM10,0.198,2
10/09/1995,PED,PbPM10,0.043,2
10/09/1995,TLA,PbPM10,0.339,2
10/09/1995,XAL,PbPM10,0.17,2
16/09/1995,CES,PbPM10,0.121,2
16/09/1995,MER,PbPM10,0.174,2
16/09/1995,PED,PbPM10,0.069,2
16/09/1995,TLA,PbPM10,0.124,2
16/09/1995,XAL,PbPM10,0.1,2
22/09/1995,CES,PbPM10,0.118,2
22/09/1995,MER,PbPM10,0.328,2
22/09/1995,PED,PbPM10,0.119,2
22/09/1995,TLA,PbPM10,0.275,2
22/09/1995,XAL,PbPM10,1.894,2
28/09/1995,CES,PbPM10,0.111,2
28/09/1995,MER,PbPM10,0.218,2
28/09/1995,PED,PbPM10,0.108,2
28/09/1995,TLA,PbPM10,0.229,2
28/09/1995,XAL,PbPM10,0.207,2
04/10/1995,CES,PbPM10,0.13,2
04/10/1995,MER,PbPM10,0.275,2
04/10/1995,PED,PbPM10,0.135,2
04/10/1995,TLA,PbPM10,0.371,2
04/10/1995,XAL,PbPM10,0.29,2
10/10/1995,CES,PbPM10,0.347,2
10/10/1995,MER,PbPM10,0.168,2
10/10/1995,PED,PbPM10,0.132,2
10/10/1995,TLA,PbPM10,0.309,2
10/10/1995,XAL,PbPM10,0.483,2
16/10/1995,CES,PbPM10,0.097,2
16/10/1995,MER,PbPM10,0.211,2
16/10/1995,PED,PbPM10,0.075,2
16/10/1995,TLA,PbPM10,0.251,2
16/10/1995,XAL,PbPM10,0.244,2
22/10/1995,CES,PbPM10,0.041,2
22/10/1995,MER,PbPM10,0.148,2
22/10/1995,PED,PbPM10,0.087,2
22/10/1995,TLA,PbPM10,0.139,2
22/10/1995,XAL,PbPM10,0.163,2
28/10/1995,CES,PbPM10,0.056,2
28/10/1995,MER,PbPM10,0.157,2
28/10/1995,PED,PbPM10,0.113,2
28/10/1995,TLA,PbPM10,0.266,2
28/10/1995,XAL,PbPM10,0.363,2
03/11/1995,CES,PbPM10,0.155,2
03/11/1995,MER,PbPM10,0.247,2
03/11/1995,PED,PbPM10,0.128,2
03/11/1995,TLA,PbPM10,0.128,2
03/11/1995,XAL,PbPM10,0.735,2
09/11/1995,CES,PbPM10,0.032,2
09/11/1995,MER,PbPM10,0.117,2
09/11/1995,PED,PbPM10,0.0001,2
09/11/1995,TLA,PbPM10,0.182,2
09/11/1995,XAL,PbPM10,0.426,2
15/11/1995,CES,PbPM10,0.076,2
15/11/1995,MER,PbPM10,0.165,2
15/11/1995,PED,PbPM10,0.05,2
15/11/1995,TLA,PbPM10,0.339,2
15/11/1995,XAL,PbPM10,0.251,2
21/11/1995,CES,PbPM10,0.088,2
21/11/1995,MER,PbPM10,0.145,2
21/11/1995,PED,PbPM10,0.048,2
21/11/1995,TLA,PbPM10,0.118,2
21/11/1995,XAL,PbPM10,0.213,2
27/11/1995,CES,PbPM10,0.144,2
27/11/1995,MER,PbPM10,0.224,2
27/11/1995,PED,PbPM10,0.077,2
27/11/1995,TLA,PbPM10,0.208,2
27/11/1995,XAL,PbPM10,0.396,2
03/12/1995,CES,PbPM10,0.563,2
03/12/1995,MER,PbPM10,0.324,2
03/12/1995,PED,PbPM10,0.11,2
03/12/1995,TLA,PbPM10,0.208,2
03/12/1995,XAL,PbPM10,1.025,2
09/12/1995,CES,PbPM10,0.103,2
09/12/1995,MER,PbPM10,0.289,2
09/12/1995,PED,PbPM10,0.136,2
09/12/1995,TLA,PbPM10,0.353,2
09/12/1995,XAL,PbPM10,0.504,2
15/12/1995,CES,PbPM10,0.096,2
15/12/1995,MER,PbPM10,0.204,2
15/12/1995,PED,PbPM10,0.094,2
15/12/1995,TLA,PbPM10,0.239,2
21/12/1995,CES,PbPM10,0.031,2
21/12/1995,MER,PbPM10,0.035,2
21/12/1995,PED,PbPM10,0.0001,2
21/12/1995,TLA,PbPM10,0.026,2
21/12/1995,XAL,PbPM10,0.877,2
27/12/1995,CES,PbPM10,0.088,2
27/12/1995,PED,PbPM10,0.05,2
27/12/1995,TLA,PbPM10,0.296,2
27/12/1995,XAL,PbPM10,0.914,2
02/01/1996,CES,PbPST,0.222,2
02/01/1996,MER,PbPST,0.173,2
02/01/1996,PED,PbPST,0.101,2
02/01/1996,TLA,PbPST,0.136,2
02/01/1996,XAL,PbPST,0.267,2
02/01/1996,MCM,PbPST,0.112,2
02/01/1996,FAN,PbPST,0.14,2
02/01/1996,TEC,PbPST,0.188,2
02/01/1996,CFE,PbPST,0.1,2
02/01/1996,NEZ,PbPST,0.161,2
02/01/1996,UIZ,PbPST,0.192,2
02/01/1996,LPR,PbPST,0.35,2
02/01/1996,LOM,PbPST,0.062,2
02/01/1996,SHA,PbPST,0.101,2
02/01/1996,XCH,PbPST,0.094,2
02/01/1996,MON,PbPST,0.168,2
02/01/1996,HAN,PbPST,0.265,2
02/01/1996,TAX,PbPST,0.242,2
02/01/1996,POT,PbPST,0.244,2
08/01/1996,CES,PbPST,0.185,2
08/01/1996,MER,PbPST,0.315,2
08/01/1996,PED,PbPST,0.236,2
08/01/1996,TLA,PbPST,0.386,2
08/01/1996,XAL,PbPST,0.196,2
08/01/1996,MCM,PbPST,0.328,2
08/01/1996,FAN,PbPST,0.229,2
08/01/1996,TEC,PbPST,0.341,2
08/01/1996,CFE,PbPST,0.239,2
08/01/1996,NEZ,PbPST,0.099,2
08/01/1996,UIZ,PbPST,0.211,2
08/01/1996,LPR,PbPST,0.396,2
08/01/1996,LOM,PbPST,0.197,2
08/01/1996,SHA,PbPST,0.258,2
08/01/1996,XCH,PbPST,0.121,2
08/01/1996,MON,PbPST,0.057,2
08/01/1996,HAN,PbPST,0.189,2
08/01/1996,TAX,PbPST,0.336,2
08/01/1996,POT,PbPST,0.277,2
14/01/1996,CES,PbPST,0.271,2
14/01/1996,MER,PbPST,0.352,2
14/01/1996,PED,PbPST,0.156,2
14/01/1996,TLA,PbPST,0.307,2
14/01/1996,XAL,PbPST,0.585,2
14/01/1996,MCM,PbPST,0.337,2
14/01/1996,FAN,PbPST,0.21,2
14/01/1996,TEC,PbPST,0.821,2
14/01/1996,CFE,PbPST,0.338,2
14/01/1996,NEZ,PbPST,0.231,2
14/01/1996,UIZ,PbPST,0.465,2
14/01/1996,LPR,PbPST,0.423,2
14/01/1996,LOM,PbPST,0.275,2
14/01/1996,SHA,PbPST,0.249,2
14/01/1996,XCH,PbPST,0.075,2
14/01/1996,MON,PbPST,0.078,2
14/01/1996,HAN,PbPST,0.236,2
14/01/1996,TAX,PbPST,0.258,2
14/01/1996,POT,PbPST,0.315,2
20/01/1996,CES,PbPST,0.213,2
20/01/1996,MER,PbPST,0.276,2
20/01/1996,PED,PbPST,0.241,2
20/01/1996,TLA,PbPST,0.385,2
20/01/1996,XAL,PbPST,0.767,2
20/01/1996,MCM,PbPST,0.233,2
20/01/1996,FAN,PbPST,0.263,2
20/01/1996,TEC,PbPST,0.462,2
20/01/1996,CFE,PbPST,0.285,2
20/01/1996,NEZ,PbPST,0.121,2
20/01/1996,UIZ,PbPST,0.255,2
20/01/1996,LPR,PbPST,0.321,2
20/01/1996,LOM,PbPST,0.2,2
20/01/1996,SHA,PbPST,0.296,2
20/01/1996,XCH,PbPST,0.075,2
20/01/1996,MON,PbPST,0.062,2
20/01/1996,HAN,PbPST,0.262,2
20/01/1996,TAX,PbPST,0.216,2
20/01/1996,POT,PbPST,0.235,2
26/01/1996,CES,PbPST,0.265,2
26/01/1996,MER,PbPST,0.455,2
26/01/1996,PED,PbPST,0.196,2
26/01/1996,TLA,PbPST,0.43,2
26/01/1996,XAL,PbPST,0.816,2
26/01/1996,MCM,PbPST,0.342,2
26/01/1996,FAN,PbPST,0.267,2
26/01/1996,TEC,PbPST,0.574,2
26/01/1996,CFE,PbPST,0.324,2
26/01/1996,NEZ,PbPST,0.232,2
26/01/1996,UIZ,PbPST,0.348,2
26/01/1996,LPR,PbPST,0.517,2
26/01/1996,LOM,PbPST,0.154,2
26/01/1996,SHA,PbPST,0.342,2
26/01/1996,XCH,PbPST,0.105,2
26/01/1996,MON,PbPST,0.085,2
26/01/1996,HAN,PbPST,0.298,2
26/01/1996,TAX,PbPST,0.31,2
26/01/1996,POT,PbPST,0.329,2
01/02/1996,CES,PbPST,0.206,2
01/02/1996,MER,PbPST,0.21,2
01/02/1996,PED,PbPST,0.136,2
01/02/1996,TLA,PbPST,0.387,2
01/02/1996,XAL,PbPST,0.718,2
01/02/1996,MCM,PbPST,0.151,2
01/02/1996,FAN,PbPST,0.124,2
01/02/1996,TEC,PbPST,0.294,2
01/02/1996,CFE,PbPST,0.18,2
01/02/1996,UIZ,PbPST,0.167,2
01/02/1996,LPR,PbPST,0.222,2
01/02/1996,LOM,PbPST,0.077,2
01/02/1996,SHA,PbPST,0.219,2
01/02/1996,XCH,PbPST,0.031,2
01/02/1996,MON,PbPST,0.0001,2
01/02/1996,HAN,PbPST,0.256,2
01/02/1996,TAX,PbPST,0.145,2
01/02/1996,POT,PbPST,0.206,2
07/02/1996,CES,PbPST,0.335,2
07/02/1996,MER,PbPST,0.332,2
07/02/1996,PED,PbPST,0.219,2
07/02/1996,TLA,PbPST,0.368,2
07/02/1996,XAL,PbPST,1.35,2
07/02/1996,MCM,PbPST,0.307,2
07/02/1996,FAN,PbPST,0.236,2
07/02/1996,TEC,PbPST,0.35,2
07/02/1996,CFE,PbPST,0.192,2
07/02/1996,UIZ,PbPST,0.296,2
07/02/1996,LPR,PbPST,0.547,2
07/02/1996,LOM,PbPST,0.191,2
07/02/1996,SHA,PbPST,0.122,2
07/02/1996,XCH,PbPST,0.112,2
07/02/1996,MON,PbPST,0.12,2
07/02/1996,HAN,PbPST,0.217,2
07/02/1996,TAX,PbPST,0.379,2
07/02/1996,POT,PbPST,0.295,2
13/02/1996,CES,PbPST,0.276,2
13/02/1996,MER,PbPST,0.308,2
13/02/1996,PED,PbPST,0.15,2
13/02/1996,TLA,PbPST,0.425,2
13/02/1996,XAL,PbPST,0.693,2
13/02/1996,MCM,PbPST,0.338,2
13/02/1996,TEC,PbPST,0.286,2
13/02/1996,CFE,PbPST,0.223,2
13/02/1996,UIZ,PbPST,0.312,2
13/02/1996,LPR,PbPST,0.229,2
13/02/1996,LOM,PbPST,0.102,2
13/02/1996,SHA,PbPST,0.279,2
13/02/1996,XCH,PbPST,0.109,2
13/02/1996,MON,PbPST,0.067,2
13/02/1996,HAN,PbPST,0.246,2
13/02/1996,TAX,PbPST,0.348,2
13/02/1996,POT,PbPST,0.231,2
19/02/1996,CES,PbPST,0.238,2
19/02/1996,MER,PbPST,0.286,2
19/02/1996,PED,PbPST,0.153,2
19/02/1996,TLA,PbPST,0.345,2
19/02/1996,XAL,PbPST,0.678,2
19/02/1996,MCM,PbPST,0.199,2
19/02/1996,FAN,PbPST,0.152,2
19/02/1996,TEC,PbPST,0.257,2
19/02/1996,CFE,PbPST,0.16,2
19/02/1996,UIZ,PbPST,0.18,2
19/02/1996,LPR,PbPST,0.217,2
19/02/1996,LOM,PbPST,0.113,2
19/02/1996,SHA,PbPST,0.364,2
19/02/1996,XCH,PbPST,0.091,2
19/02/1996,MON,PbPST,0.049,2
19/02/1996,HAN,PbPST,0.18,2
19/02/1996,TAX,PbPST,0.219,2
19/02/1996,POT,PbPST,0.201,2
25/02/1996,CES,PbPST,0.192,2
25/02/1996,MER,PbPST,0.226,2
25/02/1996,PED,PbPST,0.179,2
25/02/1996,TLA,PbPST,0.171,2
25/02/1996,XAL,PbPST,0.277,2
25/02/1996,MCM,PbPST,0.424,2
25/02/1996,FAN,PbPST,0.116,2
25/02/1996,TEC,PbPST,0.286,2
25/02/1996,CFE,PbPST,0.176,2
25/02/1996,UIZ,PbPST,0.24,2
25/02/1996,LPR,PbPST,0.245,2
25/02/1996,LOM,PbPST,0.208,2
25/02/1996,SHA,PbPST,0.189,2
25/02/1996,XCH,PbPST,0.074,2
25/02/1996,MON,PbPST,0.059,2
25/02/1996,HAN,PbPST,0.191,2
25/02/1996,TAX,PbPST,0.139,2
25/02/1996,POT,PbPST,0.175,2
02/03/1996,CES,PbPST,0.171,2
02/03/1996,MER,PbPST,0.2,2
02/03/1996,PED,PbPST,0.089,2
02/03/1996,TLA,PbPST,0.242,2
02/03/1996,XAL,PbPST,0.394,2
02/03/1996,MCM,PbPST,0.172,2
02/03/1996,FAN,PbPST,0.129,2
02/03/1996,TEC,PbPST,0.213,2
02/03/1996,CFE,PbPST,0.16,2
02/03/1996,UIZ,PbPST,0.135,2
02/03/1996,LPR,PbPST,0.208,2
02/03/1996,LOM,PbPST,0.13,2
02/03/1996,SHA,PbPST,0.168,2
02/03/1996,XCH,PbPST,0.053,2
02/03/1996,MON,PbPST,0.074,2
02/03/1996,HAN,PbPST,0.24,2
02/03/1996,TAX,PbPST,0.119,2
02/03/1996,POT,PbPST,0.133,2
08/03/1996,CES,PbPST,0.124,2
08/03/1996,PED,PbPST,0.086,2
08/03/1996,TLA,PbPST,0.234,2
08/03/1996,XAL,PbPST,0.278,2
08/03/1996,MCM,PbPST,0.347,2
08/03/1996,FAN,PbPST,0.088,2
08/03/1996,TEC,PbPST,0.208,2
08/03/1996,CFE,PbPST,0.176,2
08/03/1996,NEZ,PbPST,0.052,2
08/03/1996,UIZ,PbPST,0.093,2
08/03/1996,LPR,PbPST,0.181,2
08/03/1996,LOM,PbPST,0.151,2
08/03/1996,SHA,PbPST,0.182,2
08/03/1996,XCH,PbPST,0.045,2
08/03/1996,MON,PbPST,0.0001,2
08/03/1996,HAN,PbPST,0.141,2
08/03/1996,TAX,PbPST,0.185,2
08/03/1996,POT,PbPST,0.167,2
14/03/1996,CES,PbPST,0.224,2
14/03/1996,MER,PbPST,0.191,2
14/03/1996,PED,PbPST,0.103,2
14/03/1996,TLA,PbPST,0.229,2
14/03/1996,XAL,PbPST,0.694,2
14/03/1996,MCM,PbPST,0.181,2
14/03/1996,FAN,PbPST,0.116,2
14/03/1996,TEC,PbPST,0.324,2
14/03/1996,CFE,PbPST,0.144,2
14/03/1996,NEZ,PbPST,0.233,2
14/03/1996,UIZ,PbPST,0.19,2
14/03/1996,LPR,PbPST,0.459,2
14/03/1996,LOM,PbPST,0.106,2
14/03/1996,SHA,PbPST,0.203,2
14/03/1996,XCH,PbPST,0.048,2
14/03/1996,HAN,PbPST,0.295,2
14/03/1996,TAX,PbPST,0.107,2
14/03/1996,POT,PbPST,0.147,2
20/03/1996,CES,PbPST,0.119,2
20/03/1996,MER,PbPST,0.182,2
20/03/1996,PED,PbPST,0.115,2
20/03/1996,TLA,PbPST,0.266,2
20/03/1996,XAL,PbPST,0.371,2
20/03/1996,MCM,PbPST,0.195,2
20/03/1996,FAN,PbPST,0.126,2
20/03/1996,TEC,PbPST,0.332,2
20/03/1996,CFE,PbPST,0.267,2
20/03/1996,NEZ,PbPST,0.073,2
20/03/1996,UIZ,PbPST,0.1,2
20/03/1996,LPR,PbPST,0.35,2
20/03/1996,LOM,PbPST,0.172,2
20/03/1996,SHA,PbPST,0.254,2
20/03/1996,XCH,PbPST,0.032,2
20/03/1996,HAN,PbPST,0.113,2
20/03/1996,TAX,PbPST,0.211,2
20/03/1996,POT,PbPST,0.116,2
26/03/1996,CES,PbPST,0.159,2
26/03/1996,MER,PbPST,0.095,2
26/03/1996,PED,PbPST,0.041,2
26/03/1996,TLA,PbPST,0.277,2
26/03/1996,XAL,PbPST,0.577,2
26/03/1996,MCM,PbPST,0.215,2
26/03/1996,FAN,PbPST,0.054,2
26/03/1996,TEC,PbPST,0.203,2
26/03/1996,CFE,PbPST,0.158,2
26/03/1996,NEZ,PbPST,0.052,2
26/03/1996,UIZ,PbPST,0.064,2
26/03/1996,LPR,PbPST,0.183,2
26/03/1996,LOM,PbPST,0.059,2
26/03/1996,SHA,PbPST,0.207,2
26/03/1996,XCH,PbPST,0.0001,2
26/03/1996,HAN,PbPST,0.124,2
26/03/1996,TAX,PbPST,0.115,2
26/03/1996,POT,PbPST,0.113,2
01/04/1996,CES,PbPST,0.146,2
01/04/1996,MER,PbPST,0.499,2
01/04/1996,PED,PbPST,0.034,2
01/04/1996,TLA,PbPST,0.285,2
01/04/1996,XAL,PbPST,0.257,2
01/04/1996,MCM,PbPST,0.213,2
01/04/1996,FAN,PbPST,0.047,2
01/04/1996,TEC,PbPST,0.127,2
01/04/1996,CFE,PbPST,0.16,2
01/04/1996,NEZ,PbPST,0.0001,2
01/04/1996,UIZ,PbPST,0.142,2
01/04/1996,LPR,PbPST,0.085,2
01/04/1996,LOM,PbPST,0.088,2
01/04/1996,SHA,PbPST,0.145,2
01/04/1996,XCH,PbPST,0.0001,2
01/04/1996,HAN,PbPST,0.126,2
01/04/1996,TAX,PbPST,0.131,2
01/04/1996,POT,PbPST,0.116,2
07/04/1996,CES,PbPST,0.137,2
07/04/1996,MER,PbPST,0.045,2
07/04/1996,PED,PbPST,0.065,2
07/04/1996,TLA,PbPST,0.0001,2
07/04/1996,XAL,PbPST,0.072,2
07/04/1996,MCM,PbPST,0.056,2
07/04/1996,FAN,PbPST,0.063,2
07/04/1996,TEC,PbPST,0.095,2
07/04/1996,CFE,PbPST,0.068,2
07/04/1996,NEZ,PbPST,0.056,2
07/04/1996,UIZ,PbPST,0.076,2
07/04/1996,LPR,PbPST,0.042,2
07/04/1996,LOM,PbPST,0.042,2
07/04/1996,SHA,PbPST,0.03,2
07/04/1996,XCH,PbPST,0.048,2
07/04/1996,HAN,PbPST,0.121,2
07/04/1996,TAX,PbPST,0.091,2
07/04/1996,POT,PbPST,0.1,2
13/04/1996,CES,PbPST,0.14,2
13/04/1996,MER,PbPST,0.059,2
13/04/1996,PED,PbPST,0.277,2
13/04/1996,TLA,PbPST,0.126,2
13/04/1996,XAL,PbPST,0.512,2
13/04/1996,MCM,PbPST,0.063,2
13/04/1996,FAN,PbPST,0.095,2
13/04/1996,TEC,PbPST,0.125,2
13/04/1996,CFE,PbPST,0.066,2
13/04/1996,UIZ,PbPST,0.085,2
13/04/1996,LPR,PbPST,0.107,2
13/04/1996,LOM,PbPST,0.0001,2
13/04/1996,SHA,PbPST,0.11,2
13/04/1996,XCH,PbPST,0.0001,2
13/04/1996,HAN,PbPST,0.236,2
13/04/1996,TAX,PbPST,0.117,2
13/04/1996,POT,PbPST,0.09,2
19/04/1996,CES,PbPST,0.3,2
19/04/1996,MER,PbPST,0.356,2
19/04/1996,PED,PbPST,0.136,2
19/04/1996,TLA,PbPST,0.251,2
19/04/1996,XAL,PbPST,0.766,2
19/04/1996,MCM,PbPST,0.277,2
19/04/1996,FAN,PbPST,0.164,2
19/04/1996,TEC,PbPST,0.388,2
19/04/1996,CFE,PbPST,0.157,2
19/04/1996,UIZ,PbPST,0.2,2
19/04/1996,LPR,PbPST,0.343,2
19/04/1996,LOM,PbPST,0.168,2
19/04/1996,SHA,PbPST,0.241,2
19/04/1996,XCH,PbPST,0.049,2
19/04/1996,HAN,PbPST,0.287,2
19/04/1996,TAX,PbPST,0.251,2
19/04/1996,POT,PbPST,0.189,2
25/04/1996,CES,PbPST,0.223,2
25/04/1996,MER,PbPST,0.258,2
25/04/1996,PED,PbPST,0.119,2
25/04/1996,TLA,PbPST,0.253,2
25/04/1996,XAL,PbPST,0.357,2
25/04/1996,MCM,PbPST,0.163,2
25/04/1996,FAN,PbPST,0.123,2
25/04/1996,TEC,PbPST,0.269,2
25/04/1996,CFE,PbPST,0.213,2
25/04/1996,NEZ,PbPST,0.232,2
25/04/1996,UIZ,PbPST,0.138,2
25/04/1996,LPR,PbPST,0.19,2
25/04/1996,LOM,PbPST,0.158,2
25/04/1996,SHA,PbPST,0.2,2
25/04/1996,XCH,PbPST,0.102,2
25/04/1996,HAN,PbPST,0.241,2
25/04/1996,TAX,PbPST,0.188,2
25/04/1996,POT,PbPST,0.172,2
01/05/1996,CES,PbPST,0.123,2
01/05/1996,MER,PbPST,0.221,2
01/05/1996,PED,PbPST,0.138,2
01/05/1996,TLA,PbPST,0.214,2
01/05/1996,XAL,PbPST,0.638,2
01/05/1996,MCM,PbPST,0.158,2
01/05/1996,FAN,PbPST,0.15,2
01/05/1996,TEC,PbPST,0.238,2
01/05/1996,CFE,PbPST,0.199,2
01/05/1996,NEZ,PbPST,0.307,2
01/05/1996,UIZ,PbPST,0.17,2
01/05/1996,LPR,PbPST,0.221,2
01/05/1996,LOM,PbPST,0.172,2
01/05/1996,SHA,PbPST,0.231,2
01/05/1996,XCH,PbPST,0.046,2
01/05/1996,HAN,PbPST,0.196,2
01/05/1996,TAX,PbPST,0.207,2
01/05/1996,POT,PbPST,0.195,2
07/05/1996,CES,PbPST,0.246,2
07/05/1996,MER,PbPST,0.218,2
07/05/1996,PED,PbPST,0.241,2
07/05/1996,TLA,PbPST,0.252,2
07/05/1996,XAL,PbPST,1.301,2
07/05/1996,MCM,PbPST,0.201,2
07/05/1996,FAN,PbPST,0.177,2
07/05/1996,TEC,PbPST,0.206,2
07/05/1996,CFE,PbPST,0.149,2
07/05/1996,NEZ,PbPST,0.151,2
07/05/1996,UIZ,PbPST,0.197,2
07/05/1996,LPR,PbPST,0.188,2
07/05/1996,LOM,PbPST,0.16,2
07/05/1996,SHA,PbPST,0.175,2
07/05/1996,XCH,PbPST,0.054,2
07/05/1996,HAN,PbPST,0.262,2
07/05/1996,TAX,PbPST,0.265,2
07/05/1996,POT,PbPST,0.186,2
13/05/1996,CES,PbPST,0.163,2
13/05/1996,MER,PbPST,0.143,2
13/05/1996,PED,PbPST,0.127,2
13/05/1996,TLA,PbPST,0.309,2
13/05/1996,XAL,PbPST,0.484,2
13/05/1996,MCM,PbPST,0.171,2
13/05/1996,FAN,PbPST,0.091,2
13/05/1996,TEC,PbPST,0.119,2
13/05/1996,CFE,PbPST,0.203,2
13/05/1996,NEZ,PbPST,0.06,2
13/05/1996,UIZ,PbPST,0.108,2
13/05/1996,LPR,PbPST,0.099,2
13/05/1996,LOM,PbPST,0.144,2
13/05/1996,SHA,PbPST,0.179,2
13/05/1996,XCH,PbPST,0.024,2
13/05/1996,HAN,PbPST,0.094,2
13/05/1996,TAX,PbPST,0.239,2
13/05/1996,POT,PbPST,0.159,2
19/05/1996,CES,PbPST,0.226,2
19/05/1996,MER,PbPST,0.136,2
19/05/1996,PED,PbPST,0.144,2
19/05/1996,TLA,PbPST,0.235,2
19/05/1996,XAL,PbPST,0.187,2
19/05/1996,MCM,PbPST,0.184,2
19/05/1996,FAN,PbPST,0.167,2
19/05/1996,TEC,PbPST,0.146,2
19/05/1996,CFE,PbPST,0.153,2
19/05/1996,NEZ,PbPST,0.157,2
19/05/1996,UIZ,PbPST,0.185,2
19/05/1996,LPR,PbPST,0.146,2
19/05/1996,LOM,PbPST,0.157,2
19/05/1996,SHA,PbPST,0.157,2
19/05/1996,XCH,PbPST,0.094,2
19/05/1996,MON,PbPST,0.121,2
19/05/1996,HAN,PbPST,0.17,2
19/05/1996,TAX,PbPST,0.211,2
