Red Manual
city: Ciudad de M&eacute;xico	
cityCode: MEX
country: M&eacute;xico		
mesurementAgency: SIMAT		
URL: http://www.aire.cdmx.gob.mx
timeStamp:,1989/01/08 al 2017/10/28		
average_interval: 001d
Date,cve_station,cve_parameter,value,unit
29/12/1998,NEZ,PbPST,0.143,2
29/12/1998,UIZ,PbPST,0.075,2
29/12/1998,LPR,PbPST,0.201,2
29/12/1998,LOM,PbPST,0.0001,2
29/12/1998,SHA,PbPST,0.09,2
29/12/1998,XCH,PbPST,0.0001,2
03/01/1998,CES,PbPM10,0.0001,2
03/01/1998,MER,PbPM10,0.05,2
03/01/1998,PED,PbPM10,0.0001,2
03/01/1998,TLA,PbPM10,0.052,2
03/01/1998,XAL,PbPM10,0.088,2
03/01/1998,MCM,PbPM10,0.048,2
03/01/1998,NEZ,PbPM10,0.046,2
03/01/1998,UIZ,PbPM10,0.039,2
03/01/1998,LPR,PbPM10,0.173,2
03/01/1998,LOM,PbPM10,0.0001,2
03/01/1998,SHA,PbPM10,0.041,2
03/01/1998,XCH,PbPM10,0.0001,2
09/01/1998,CES,PbPM10,0.066,2
09/01/1998,MER,PbPM10,0.116,2
09/01/1998,PED,PbPM10,0.031,2
09/01/1998,TLA,PbPM10,0.208,2
09/01/1998,XAL,PbPM10,0.296,2
09/01/1998,MCM,PbPM10,0.127,2
09/01/1998,NEZ,PbPM10,0.057,2
09/01/1998,UIZ,PbPM10,0.077,2
09/01/1998,LPR,PbPM10,0.177,2
09/01/1998,LOM,PbPM10,0.0001,2
09/01/1998,SHA,PbPM10,0.086,2
09/01/1998,XCH,PbPM10,0.044,2
15/01/1998,CES,PbPM10,0.048,2
15/01/1998,MER,PbPM10,0.068,2
15/01/1998,PED,PbPM10,0.0001,2
15/01/1998,TLA,PbPM10,0.144,2
15/01/1998,XAL,PbPM10,0.302,2
15/01/1998,MCM,PbPM10,0.081,2
15/01/1998,NEZ,PbPM10,0.05,2
15/01/1998,UIZ,PbPM10,0.068,2
15/01/1998,LPR,PbPM10,0.258,2
15/01/1998,LOM,PbPM10,0.0001,2
15/01/1998,SHA,PbPM10,0.048,2
15/01/1998,XCH,PbPM10,0.0001,2
21/01/1998,CES,PbPM10,0.033,2
21/01/1998,MER,PbPM10,0.033,2
21/01/1998,PED,PbPM10,0.0001,2
21/01/1998,TLA,PbPM10,0.059,2
21/01/1998,XAL,PbPM10,0.162,2
21/01/1998,MCM,PbPM10,0.0001,2
21/01/1998,NEZ,PbPM10,0.059,2
21/01/1998,UIZ,PbPM10,0.029,2
21/01/1998,LPR,PbPM10,0.123,2
21/01/1998,LOM,PbPM10,0.0001,2
21/01/1998,SHA,PbPM10,0.0001,2
21/01/1998,XCH,PbPM10,0.035,2
27/01/1998,CES,PbPM10,0.046,2
27/01/1998,MER,PbPM10,0.064,2
27/01/1998,PED,PbPM10,0.039,2
27/01/1998,TLA,PbPM10,0.093,2
27/01/1998,XAL,PbPM10,0.158,2
27/01/1998,MCM,PbPM10,0.07,2
27/01/1998,NEZ,PbPM10,0.029,2
27/01/1998,UIZ,PbPM10,0.033,2
27/01/1998,LPR,PbPM10,0.14,2
27/01/1998,LOM,PbPM10,0.0001,2
27/01/1998,SHA,PbPM10,0.068,2
27/01/1998,XCH,PbPM10,0.074,2
02/02/1998,CES,PbPM10,0.0001,2
02/02/1998,MER,PbPM10,0.028,2
02/02/1998,PED,PbPM10,0.0001,2
02/02/1998,TLA,PbPM10,0.041,2
02/02/1998,XAL,PbPM10,0.074,2
02/02/1998,MCM,PbPM10,0.0001,2
02/02/1998,NEZ,PbPM10,0.052,2
02/02/1998,UIZ,PbPM10,0.0001,2
02/02/1998,LPR,PbPM10,0.293,2
02/02/1998,LOM,PbPM10,0.0001,2
02/02/1998,SHA,PbPM10,0.0001,2
02/02/1998,XCH,PbPM10,0.028,2
08/02/1998,CES,PbPM10,0.0001,2
08/02/1998,MER,PbPM10,0.0001,2
08/02/1998,PED,PbPM10,0.0001,2
08/02/1998,TLA,PbPM10,0.066,2
08/02/1998,XAL,PbPM10,0.178,2
08/02/1998,MCM,PbPM10,0.0001,2
08/02/1998,NEZ,PbPM10,0.039,2
08/02/1998,UIZ,PbPM10,0.0001,2
08/02/1998,LPR,PbPM10,0.132,2
08/02/1998,LOM,PbPM10,0.0001,2
08/02/1998,SHA,PbPM10,0.038,2
08/02/1998,XCH,PbPM10,0.0001,2
14/02/1998,CES,PbPM10,0.0001,2
14/02/1998,MER,PbPM10,0.0001,2
14/02/1998,PED,PbPM10,0.0001,2
14/02/1998,TLA,PbPM10,0.0001,2
14/02/1998,XAL,PbPM10,0.086,2
14/02/1998,MCM,PbPM10,0.0001,2
14/02/1998,NEZ,PbPM10,0.0001,2
14/02/1998,UIZ,PbPM10,0.0001,2
14/02/1998,LPR,PbPM10,0.0001,2
14/02/1998,LOM,PbPM10,0.0001,2
14/02/1998,SHA,PbPM10,0.0001,2
14/02/1998,XCH,PbPM10,0.0001,2
20/02/1998,CES,PbPM10,0.053,2
20/02/1998,MER,PbPM10,0.0001,2
20/02/1998,PED,PbPM10,0.0001,2
20/02/1998,TLA,PbPM10,0.101,2
20/02/1998,XAL,PbPM10,0.296,2
20/02/1998,MCM,PbPM10,0.05,2
20/02/1998,NEZ,PbPM10,0.0001,2
20/02/1998,UIZ,PbPM10,0.037,2
20/02/1998,LPR,PbPM10,0.278,2
20/02/1998,LOM,PbPM10,0.0001,2
20/02/1998,SHA,PbPM10,0.0001,2
20/02/1998,XCH,PbPM10,0.0001,2
26/02/1998,CES,PbPM10,0.0001,2
26/02/1998,MER,PbPM10,0.0001,2
26/02/1998,PED,PbPM10,0.0001,2
26/02/1998,TLA,PbPM10,0.0001,2
26/02/1998,XAL,PbPM10,0.421,2
26/02/1998,MCM,PbPM10,0.0001,2
26/02/1998,NEZ,PbPM10,0.0001,2
26/02/1998,UIZ,PbPM10,0.0001,2
26/02/1998,LPR,PbPM10,0.085,2
26/02/1998,LOM,PbPM10,0.0001,2
26/02/1998,SHA,PbPM10,0.0001,2
26/02/1998,XCH,PbPM10,0.0001,2
04/03/1998,CES,PbPM10,0.055,2
04/03/1998,MER,PbPM10,0.0001,2
04/03/1998,PED,PbPM10,0.0001,2
04/03/1998,TLA,PbPM10,0.131,2
04/03/1998,XAL,PbPM10,0.107,2
04/03/1998,MCM,PbPM10,0.0001,2
04/03/1998,NEZ,PbPM10,0.0001,2
04/03/1998,UIZ,PbPM10,0.0001,2
04/03/1998,LPR,PbPM10,0.085,2
04/03/1998,LOM,PbPM10,0.0001,2
04/03/1998,SHA,PbPM10,0.042,2
04/03/1998,XCH,PbPM10,0.0001,2
10/03/1998,CES,PbPM10,0.048,2
10/03/1998,MER,PbPM10,0.11,2
10/03/1998,PED,PbPM10,0.031,2
10/03/1998,TLA,PbPM10,0.149,2
10/03/1998,XAL,PbPM10,0.142,2
10/03/1998,MCM,PbPM10,0.127,2
10/03/1998,NEZ,PbPM10,0.035,2
10/03/1998,UIZ,PbPM10,0.0001,2
10/03/1998,LPR,PbPM10,0.263,2
10/03/1998,LOM,PbPM10,0.055,2
10/03/1998,SHA,PbPM10,0.092,2
10/03/1998,XCH,PbPM10,0.046,2
16/03/1998,CES,PbPM10,0.035,2
16/03/1998,MER,PbPM10,0.086,2
16/03/1998,PED,PbPM10,0.0001,2
16/03/1998,TLA,PbPM10,0.053,2
16/03/1998,XAL,PbPM10,0.127,2
16/03/1998,MCM,PbPM10,0.0001,2
16/03/1998,NEZ,PbPM10,0.0001,2
16/03/1998,UIZ,PbPM10,0.0001,2
16/03/1998,LPR,PbPM10,0.068,2
16/03/1998,LOM,PbPM10,0.0001,2
16/03/1998,SHA,PbPM10,0.0001,2
16/03/1998,XCH,PbPM10,0.0001,2
22/03/1998,CES,PbPM10,0.0001,2
22/03/1998,MER,PbPM10,0.0001,2
22/03/1998,PED,PbPM10,0.0001,2
22/03/1998,TLA,PbPM10,0.132,2
22/03/1998,XAL,PbPM10,0.0001,2
22/03/1998,MCM,PbPM10,0.0001,2
22/03/1998,NEZ,PbPM10,0.0001,2
22/03/1998,UIZ,PbPM10,0.0001,2
22/03/1998,LPR,PbPM10,0.0001,2
22/03/1998,LOM,PbPM10,0.0001,2
22/03/1998,SHA,PbPM10,0.047,2
22/03/1998,XCH,PbPM10,0.0001,2
28/03/1998,CES,PbPM10,0.035,2
28/03/1998,MER,PbPM10,0.064,2
28/03/1998,PED,PbPM10,0.0001,2
28/03/1998,TLA,PbPM10,0.063,2
28/03/1998,XAL,PbPM10,0.167,2
28/03/1998,MCM,PbPM10,0.07,2
28/03/1998,NEZ,PbPM10,0.086,2
28/03/1998,UIZ,PbPM10,0.07,2
28/03/1998,LPR,PbPM10,0.261,2
28/03/1998,LOM,PbPM10,0.0001,2
28/03/1998,SHA,PbPM10,0.033,2
28/03/1998,XCH,PbPM10,0.0001,2
03/04/1998,CES,PbPM10,0.035,2
03/04/1998,MER,PbPM10,0.0001,2
03/04/1998,PED,PbPM10,0.0001,2
03/04/1998,TLA,PbPM10,0.086,2
03/04/1998,XAL,PbPM10,0.204,2
03/04/1998,MCM,PbPM10,0.0001,2
03/04/1998,NEZ,PbPM10,0.052,2
03/04/1998,UIZ,PbPM10,0.037,2
03/04/1998,LPR,PbPM10,0.167,2
03/04/1998,LOM,PbPM10,0.0001,2
03/04/1998,SHA,PbPM10,0.055,2
03/04/1998,XCH,PbPM10,0.0001,2
09/04/1998,CES,PbPM10,0.035,2
09/04/1998,MER,PbPM10,0.048,2
09/04/1998,PED,PbPM10,0.0001,2
09/04/1998,TLA,PbPM10,0.094,2
09/04/1998,XAL,PbPM10,0.077,2
09/04/1998,MCM,PbPM10,0.055,2
09/04/1998,NEZ,PbPM10,0.0001,2
09/04/1998,UIZ,PbPM10,0.046,2
09/04/1998,LPR,PbPM10,0.136,2
09/04/1998,SHA,PbPM10,0.035,2
09/04/1998,XCH,PbPM10,0.0001,2
15/04/1998,CES,PbPM10,0.048,2
15/04/1998,MER,PbPM10,0.167,2
15/04/1998,PED,PbPM10,0.0001,2
15/04/1998,TLA,PbPM10,0.13,2
15/04/1998,XAL,PbPM10,0.129,2
15/04/1998,MCM,PbPM10,0.177,2
15/04/1998,NEZ,PbPM10,0.07,2
15/04/1998,UIZ,PbPM10,0.035,2
15/04/1998,LPR,PbPM10,0.329,2
15/04/1998,SHA,PbPM10,0.129,2
15/04/1998,XCH,PbPM10,0.0001,2
21/04/1998,CES,PbPM10,0.033,2
21/04/1998,MER,PbPM10,0.031,2
21/04/1998,PED,PbPM10,0.033,2
21/04/1998,TLA,PbPM10,0.144,2
21/04/1998,XAL,PbPM10,0.099,2
21/04/1998,MCM,PbPM10,0.05,2
21/04/1998,NEZ,PbPM10,0.0001,2
21/04/1998,UIZ,PbPM10,0.029,2
21/04/1998,LPR,PbPM10,0.072,2
21/04/1998,SHA,PbPM10,0.075,2
21/04/1998,XCH,PbPM10,0.033,2
27/04/1998,CES,PbPM10,0.0001,2
27/04/1998,MER,PbPM10,0.0001,2
27/04/1998,PED,PbPM10,0.0001,2
27/04/1998,TLA,PbPM10,0.144,2
27/04/1998,XAL,PbPM10,0.12,2
27/04/1998,MCM,PbPM10,0.0001,2
27/04/1998,NEZ,PbPM10,0.0001,2
27/04/1998,UIZ,PbPM10,0.0001,2
27/04/1998,LPR,PbPM10,0.064,2
27/04/1998,SHA,PbPM10,0.029,2
27/04/1998,XCH,PbPM10,0.0001,2
03/05/1998,CES,PbPM10,0.0001,2
03/05/1998,MER,PbPM10,0.044,2
03/05/1998,PED,PbPM10,0.0001,2
03/05/1998,TLA,PbPM10,0.039,2
03/05/1998,XAL,PbPM10,0.063,2
03/05/1998,MCM,PbPM10,0.068,2
03/05/1998,NEZ,PbPM10,0.0001,2
03/05/1998,UIZ,PbPM10,0.0001,2
03/05/1998,LPR,PbPM10,0.064,2
03/05/1998,LOM,PbPM10,0.0001,2
03/05/1998,SHA,PbPM10,0.048,2
03/05/1998,XCH,PbPM10,0.0001,2
09/05/1998,CES,PbPM10,0.0001,2
09/05/1998,MER,PbPM10,0.0001,2
09/05/1998,PED,PbPM10,0.0001,2
09/05/1998,TLA,PbPM10,0.09,2
09/05/1998,XAL,PbPM10,0.0001,2
09/05/1998,MCM,PbPM10,0.046,2
09/05/1998,NEZ,PbPM10,0.0001,2
09/05/1998,UIZ,PbPM10,0.0001,2
09/05/1998,LPR,PbPM10,0.0001,2
09/05/1998,LOM,PbPM10,0.0001,2
09/05/1998,SHA,PbPM10,0.0001,2
09/05/1998,XCH,PbPM10,0.0001,2
15/05/1998,CES,PbPM10,0.0001,2
15/05/1998,MER,PbPM10,0.066,2
15/05/1998,PED,PbPM10,0.0001,2
15/05/1998,TLA,PbPM10,0.055,2
15/05/1998,MCM,PbPM10,0.088,2
15/05/1998,UIZ,PbPM10,0.0001,2
15/05/1998,SHA,PbPM10,0.07,2
15/05/1998,XCH,PbPM10,0.0001,2
21/05/1998,CES,PbPM10,0.0001,2
21/05/1998,MER,PbPM10,0.111,2
21/05/1998,PED,PbPM10,0.0001,2
21/05/1998,TLA,PbPM10,0.083,2
21/05/1998,XAL,PbPM10,0.11,2
21/05/1998,MCM,PbPM10,0.083,2
21/05/1998,NEZ,PbPM10,0.063,2
21/05/1998,UIZ,PbPM10,0.092,2
21/05/1998,LPR,PbPM10,0.116,2
21/05/1998,SHA,PbPM10,0.055,2
21/05/1998,XCH,PbPM10,0.0001,2
27/05/1998,MER,PbPM10,0.094,2
27/05/1998,PED,PbPM10,0.0001,2
27/05/1998,TLA,PbPM10,0.136,2
27/05/1998,XAL,PbPM10,0.077,2
27/05/1998,MCM,PbPM10,0.088,2
27/05/1998,NEZ,PbPM10,0.0001,2
27/05/1998,UIZ,PbPM10,0.042,2
27/05/1998,LPR,PbPM10,0.083,2
27/05/1998,SHA,PbPM10,0.057,2
27/05/1998,XCH,PbPM10,0.0001,2
02/06/1998,CES,PbPM10,0.046,2
02/06/1998,MER,PbPM10,0.094,2
02/06/1998,PED,PbPM10,0.0001,2
02/06/1998,TLA,PbPM10,0.094,2
02/06/1998,XAL,PbPM10,0.173,2
02/06/1998,MCM,PbPM10,0.127,2
02/06/1998,NEZ,PbPM10,0.0001,2
02/06/1998,UIZ,PbPM10,0.046,2
02/06/1998,LPR,PbPM10,0.171,2
02/06/1998,SHA,PbPM10,0.086,2
02/06/1998,XCH,PbPM10,0.0001,2
08/06/1998,MER,PbPM10,0.064,2
08/06/1998,PED,PbPM10,0.0001,2
08/06/1998,TLA,PbPM10,0.109,2
08/06/1998,XAL,PbPM10,0.107,2
08/06/1998,MCM,PbPM10,0.059,2
08/06/1998,NEZ,PbPM10,0.0001,2
08/06/1998,UIZ,PbPM10,0.0001,2
08/06/1998,LPR,PbPM10,0.12,2
08/06/1998,LOM,PbPM10,0.057,2
08/06/1998,SHA,PbPM10,0.074,2
08/06/1998,XCH,PbPM10,0.0001,2
14/06/1998,CES,PbPM10,0.037,2
14/06/1998,MER,PbPM10,0.092,2
14/06/1998,PED,PbPM10,0.0001,2
14/06/1998,TLA,PbPM10,0.212,2
14/06/1998,XAL,PbPM10,0.077,2
14/06/1998,MCM,PbPM10,0.092,2
14/06/1998,NEZ,PbPM10,0.0001,2
14/06/1998,UIZ,PbPM10,0.041,2
14/06/1998,LPR,PbPM10,0.094,2
14/06/1998,LOM,PbPM10,0.046,2
14/06/1998,SHA,PbPM10,0.046,2
14/06/1998,XCH,PbPM10,0.042,2
20/06/1998,CES,PbPM10,0.0001,2
20/06/1998,MER,PbPM10,0.092,2
20/06/1998,PED,PbPM10,0.0001,2
20/06/1998,TLA,PbPM10,0.12,2
20/06/1998,XAL,PbPM10,0.055,2
20/06/1998,MCM,PbPM10,0.096,2
20/06/1998,NEZ,PbPM10,0.046,2
20/06/1998,UIZ,PbPM10,0.044,2
20/06/1998,LPR,PbPM10,0.0001,2
20/06/1998,LOM,PbPM10,0.0001,2
20/06/1998,SHA,PbPM10,0.039,2
20/06/1998,XCH,PbPM10,0.0001,2
26/06/1998,CES,PbPM10,0.069,2
26/06/1998,MER,PbPM10,0.075,2
26/06/1998,PED,PbPM10,0.0001,2
26/06/1998,TLA,PbPM10,0.151,2
26/06/1998,XAL,PbPM10,0.118,2
26/06/1998,MCM,PbPM10,0.127,2
26/06/1998,NEZ,PbPM10,0.079,2
26/06/1998,UIZ,PbPM10,0.069,2
26/06/1998,LPR,PbPM10,0.136,2
26/06/1998,LOM,PbPM10,0.037,2
26/06/1998,SHA,PbPM10,0.062,2
26/06/1998,XCH,PbPM10,0.0001,2
02/07/1998,CES,PbPM10,0.047,2
02/07/1998,MER,PbPM10,0.058,2
02/07/1998,PED,PbPM10,0.0001,2
02/07/1998,TLA,PbPM10,0.084,2
02/07/1998,XAL,PbPM10,0.0001,2
02/07/1998,MCM,PbPM10,0.059,2
02/07/1998,NEZ,PbPM10,0.0001,2
02/07/1998,UIZ,PbPM10,0.046,2
02/07/1998,LPR,PbPM10,0.039,2
02/07/1998,LOM,PbPM10,0.0001,2
02/07/1998,SHA,PbPM10,0.039,2
02/07/1998,XCH,PbPM10,0.0001,2
08/07/1998,CES,PbPM10,0.046,2
08/07/1998,MER,PbPM10,0.081,2
08/07/1998,PED,PbPM10,0.037,2
08/07/1998,TLA,PbPM10,0.145,2
08/07/1998,XAL,PbPM10,0.05,2
08/07/1998,MCM,PbPM10,0.109,2
08/07/1998,NEZ,PbPM10,0.0001,2
08/07/1998,UIZ,PbPM10,0.061,2
08/07/1998,LPR,PbPM10,0.039,2
08/07/1998,LOM,PbPM10,0.052,2
08/07/1998,SHA,PbPM10,0.127,2
08/07/1998,XCH,PbPM10,0.042,2
14/07/1998,CES,PbPM10,0.0001,2
14/07/1998,MER,PbPM10,0.085,2
14/07/1998,PED,PbPM10,0.0001,2
14/07/1998,TLA,PbPM10,0.171,2
14/07/1998,XAL,PbPM10,0.09,2
14/07/1998,MCM,PbPM10,0.0001,2
14/07/1998,NEZ,PbPM10,0.0001,2
14/07/1998,UIZ,PbPM10,0.0001,2
14/07/1998,LPR,PbPM10,0.201,2
14/07/1998,LOM,PbPM10,0.0001,2
14/07/1998,SHA,PbPM10,0.042,2
14/07/1998,XCH,PbPM10,0.0001,2
20/07/1998,CES,PbPM10,0.055,2
20/07/1998,MER,PbPM10,0.042,2
20/07/1998,PED,PbPM10,0.0001,2
20/07/1998,TLA,PbPM10,0.039,2
20/07/1998,XAL,PbPM10,0.083,2
20/07/1998,MCM,PbPM10,0.068,2
20/07/1998,NEZ,PbPM10,0.058,2
20/07/1998,UIZ,PbPM10,0.055,2
20/07/1998,LPR,PbPM10,0.081,2
20/07/1998,LOM,PbPM10,0.0001,2
20/07/1998,SHA,PbPM10,0.0001,2
20/07/1998,XCH,PbPM10,0.039,2
26/07/1998,CES,PbPM10,0.0001,2
26/07/1998,MER,PbPM10,0.061,2
26/07/1998,PED,PbPM10,0.0001,2
26/07/1998,TLA,PbPM10,0.068,2
26/07/1998,XAL,PbPM10,0.0001,2
26/07/1998,MCM,PbPM10,0.0001,2
26/07/1998,NEZ,PbPM10,0.0001,2
26/07/1998,UIZ,PbPM10,0.044,2
26/07/1998,LPR,PbPM10,0.0001,2
26/07/1998,LOM,PbPM10,0.0001,2
26/07/1998,SHA,PbPM10,0.041,2
26/07/1998,XCH,PbPM10,0.0001,2
01/08/1998,CES,PbPM10,0.059,2
01/08/1998,MER,PbPM10,0.079,2
01/08/1998,PED,PbPM10,0.0001,2
01/08/1998,TLA,PbPM10,0.094,2
01/08/1998,XAL,PbPM10,0.083,2
01/08/1998,MCM,PbPM10,0.037,2
01/08/1998,NEZ,PbPM10,0.0001,2
01/08/1998,UIZ,PbPM10,0.066,2
01/08/1998,LPR,PbPM10,0.048,2
01/08/1998,LOM,PbPM10,0.0001,2
01/08/1998,SHA,PbPM10,0.037,2
01/08/1998,XCH,PbPM10,0.042,2
07/08/1998,CES,PbPM10,0.0001,2
07/08/1998,MER,PbPM10,0.0001,2
07/08/1998,PED,PbPM10,0.0001,2
07/08/1998,TLA,PbPM10,0.064,2
07/08/1998,XAL,PbPM10,0.101,2
07/08/1998,MCM,PbPM10,0.0001,2
07/08/1998,NEZ,PbPM10,0.0001,2
07/08/1998,UIZ,PbPM10,0.0001,2
07/08/1998,LPR,PbPM10,0.057,2
07/08/1998,LOM,PbPM10,0.0001,2
07/08/1998,SHA,PbPM10,0.044,2
07/08/1998,XCH,PbPM10,0.0001,2
13/08/1998,CES,PbPM10,0.057,2
13/08/1998,MER,PbPM10,0.072,2
13/08/1998,PED,PbPM10,0.0001,2
13/08/1998,TLA,PbPM10,0.066,2
13/08/1998,XAL,PbPM10,0.756,2
13/08/1998,MCM,PbPM10,0.066,2
13/08/1998,NEZ,PbPM10,0.0001,2
13/08/1998,UIZ,PbPM10,0.048,2
13/08/1998,LPR,PbPM10,0.121,2
13/08/1998,LOM,PbPM10,0.037,2
13/08/1998,SHA,PbPM10,0.077,2
13/08/1998,XCH,PbPM10,0.0001,2
19/08/1998,CES,PbPM10,0.0001,2
19/08/1998,MER,PbPM10,0.055,2
19/08/1998,PED,PbPM10,0.0001,2
19/08/1998,TLA,PbPM10,0.05,2
19/08/1998,XAL,PbPM10,0.188,2
19/08/1998,MCM,PbPM10,0.061,2
19/08/1998,NEZ,PbPM10,0.0001,2
19/08/1998,UIZ,PbPM10,0.046,2
19/08/1998,LPR,PbPM10,0.0001,2
19/08/1998,LOM,PbPM10,0.0001,2
19/08/1998,SHA,PbPM10,0.038,2
19/08/1998,XCH,PbPM10,0.042,2
25/08/1998,CES,PbPM10,0.068,2
25/08/1998,MER,PbPM10,0.061,2
25/08/1998,PED,PbPM10,0.0001,2
25/08/1998,TLA,PbPM10,0.094,2
25/08/1998,XAL,PbPM10,0.063,2
25/08/1998,MCM,PbPM10,0.07,2
25/08/1998,NEZ,PbPM10,0.0001,2
25/08/1998,UIZ,PbPM10,0.042,2
25/08/1998,LPR,PbPM10,0.064,2
25/08/1998,LOM,PbPM10,0.074,2
25/08/1998,SHA,PbPM10,0.121,2
25/08/1998,XCH,PbPM10,0.0001,2
31/08/1998,CES,PbPM10,0.066,2
31/08/1998,MER,PbPM10,0.072,2
31/08/1998,PED,PbPM10,0.039,2
31/08/1998,TLA,PbPM10,0.09,2
31/08/1998,XAL,PbPM10,0.068,2
31/08/1998,MCM,PbPM10,0.083,2
31/08/1998,NEZ,PbPM10,0.0001,2
31/08/1998,UIZ,PbPM10,0.064,2
31/08/1998,LPR,PbPM10,0.057,2
31/08/1998,LOM,PbPM10,0.046,2
31/08/1998,SHA,PbPM10,0.079,2
31/08/1998,XCH,PbPM10,0.07,2
06/09/1998,CES,PbPM10,0.046,2
06/09/1998,MER,PbPM10,0.132,2
06/09/1998,PED,PbPM10,0.0001,2
06/09/1998,TLA,PbPM10,0.064,2
06/09/1998,XAL,PbPM10,0.0001,2
06/09/1998,MCM,PbPM10,0.074,2
06/09/1998,NEZ,PbPM10,0.0001,2
06/09/1998,UIZ,PbPM10,0.055,2
06/09/1998,LPR,PbPM10,0.0001,2
06/09/1998,LOM,PbPM10,0.0001,2
06/09/1998,SHA,PbPM10,0.051,2
06/09/1998,XCH,PbPM10,0.053,2
12/09/1998,CES,PbPM10,0.0001,2
12/09/1998,MER,PbPM10,0.0001,2
12/09/1998,PED,PbPM10,0.0001,2
12/09/1998,TLA,PbPM10,0.053,2
12/09/1998,XAL,PbPM10,0.092,2
12/09/1998,MCM,PbPM10,0.0001,2
12/09/1998,NEZ,PbPM10,0.0001,2
12/09/1998,UIZ,PbPM10,0.0001,2
12/09/1998,LPR,PbPM10,0.057,2
12/09/1998,LOM,PbPM10,0.061,2
12/09/1998,SHA,PbPM10,0.0001,2
12/09/1998,XCH,PbPM10,0.0001,2
18/09/1998,CES,PbPM10,0.044,2
18/09/1998,MER,PbPM10,0.045,2
18/09/1998,PED,PbPM10,0.051,2
18/09/1998,TLA,PbPM10,0.138,2
18/09/1998,XAL,PbPM10,0.059,2
18/09/1998,MCM,PbPM10,0.072,2
18/09/1998,NEZ,PbPM10,0.0001,2
18/09/1998,UIZ,PbPM10,0.044,2
18/09/1998,LPR,PbPM10,0.107,2
18/09/1998,LOM,PbPM10,0.07,2
18/09/1998,SHA,PbPM10,0.11,2
18/09/1998,XCH,PbPM10,0.0001,2
24/09/1998,CES,PbPM10,0.048,2
24/09/1998,MER,PbPM10,0.099,2
24/09/1998,PED,PbPM10,0.0001,2
24/09/1998,TLA,PbPM10,0.066,2
24/09/1998,XAL,PbPM10,0.07,2
24/09/1998,MCM,PbPM10,0.086,2
24/09/1998,NEZ,PbPM10,0.0001,2
24/09/1998,UIZ,PbPM10,0.0001,2
24/09/1998,LPR,PbPM10,0.059,2
24/09/1998,LOM,PbPM10,0.0001,2
24/09/1998,SHA,PbPM10,0.092,2
24/09/1998,XCH,PbPM10,0.039,2
30/09/1998,CES,PbPM10,0.039,2
30/09/1998,MER,PbPM10,0.051,2
30/09/1998,PED,PbPM10,0.039,2
30/09/1998,TLA,PbPM10,0.206,2
30/09/1998,XAL,PbPM10,0.09,2
30/09/1998,MCM,PbPM10,0.0001,2
30/09/1998,NEZ,PbPM10,0.041,2
30/09/1998,UIZ,PbPM10,0.0001,2
30/09/1998,LPR,PbPM10,0.064,2
30/09/1998,LOM,PbPM10,0.0001,2
30/09/1998,SHA,PbPM10,0.115,2
30/09/1998,XCH,PbPM10,0.0001,2
06/10/1998,CES,PbPM10,0.12,2
06/10/1998,MER,PbPM10,0.12,2
06/10/1998,PED,PbPM10,0.0001,2
06/10/1998,TLA,PbPM10,0.127,2
06/10/1998,XAL,PbPM10,0.18,2
06/10/1998,MCM,PbPM10,0.132,2
06/10/1998,NEZ,PbPM10,0.064,2
06/10/1998,UIZ,PbPM10,0.101,2
06/10/1998,LPR,PbPM10,0.263,2
06/10/1998,LOM,PbPM10,0.0001,2
06/10/1998,SHA,PbPM10,0.191,2
06/10/1998,XCH,PbPM10,0.059,2
12/10/1998,CES,PbPM10,0.086,2
12/10/1998,MER,PbPM10,0.0001,2
12/10/1998,PED,PbPM10,0.0001,2
12/10/1998,TLA,PbPM10,0.105,2
12/10/1998,XAL,PbPM10,0.0001,2
12/10/1998,MCM,PbPM10,0.052,2
12/10/1998,NEZ,PbPM10,0.0001,2
12/10/1998,UIZ,PbPM10,0.059,2
12/10/1998,LPR,PbPM10,0.0001,2
12/10/1998,LOM,PbPM10,0.0001,2
12/10/1998,SHA,PbPM10,0.044,2
12/10/1998,XCH,PbPM10,0.101,2
18/10/1998,CES,PbPM10,0.059,2
18/10/1998,MER,PbPM10,0.098,2
18/10/1998,PED,PbPM10,0.0001,2
18/10/1998,TLA,PbPM10,0.096,2
18/10/1998,XAL,PbPM10,0.0001,2
18/10/1998,MCM,PbPM10,0.042,2
18/10/1998,NEZ,PbPM10,0.055,2
18/10/1998,UIZ,PbPM10,0.055,2
18/10/1998,LPR,PbPM10,0.044,2
18/10/1998,LOM,PbPM10,0.055,2
18/10/1998,SHA,PbPM10,0.053,2
18/10/1998,XCH,PbPM10,0.059,2
24/10/1998,CES,PbPM10,0.0001,2
24/10/1998,MER,PbPM10,0.059,2
24/10/1998,PED,PbPM10,0.0001,2
24/10/1998,TLA,PbPM10,0.105,2
24/10/1998,XAL,PbPM10,0.0001,2
24/10/1998,MCM,PbPM10,0.059,2
24/10/1998,NEZ,PbPM10,0.0001,2
24/10/1998,UIZ,PbPM10,0.046,2
24/10/1998,LPR,PbPM10,0.068,2
24/10/1998,LOM,PbPM10,0.0001,2
24/10/1998,SHA,PbPM10,0.088,2
24/10/1998,XCH,PbPM10,0.048,2
30/10/1998,CES,PbPM10,0.052,2
30/10/1998,MER,PbPM10,0.096,2
