Fecha,Hora,Noroeste ozono,Noroeste dióxido de azufre,Noroeste dióxido de nitrógeno,Noroeste monóxido de carbono,Noroeste PM10,Noroeste PM25,Noreste ozono,Noreste dióxido de azufre,Noreste dióxido de nitrógeno,Noreste monóxido de carbono,Noreste PM10,Noreste PM25,Centro ozono,Centro dióxido de azufre,Centro dióxido de nitrógeno,Centro monóxido de carbono,Centro PM10,Centro PM25,Suroeste ozono,Suroeste dióxido de azufre,Suroeste dióxido de nitrógeno,Suroeste monóxido de carbono,Suroeste PM10,Suroeste PM25,Sureste ozono,Sureste dióxido de azufre,Sureste dióxido de nitrógeno,Sureste monóxido de carbono,Sureste PM10,Sureste PM25
01/01/2020,1,4,36,17,9,81,63,9,28,20,8,97,69,6,12,16,7,58,64,14,4,16,5,35,54,9,8,17,12,73,72
01/01/2020,2,4,32,15,11,86,64,11,22,19,10,103,70,2,12,17,8,63,67,11,4,14,6,40,56,13,8,16,14,81,76
01/01/2020,3,4,26,16,12,91,66,9,18,20,12,105,74,2,12,17,10,65,70,15,4,15,6,49,59,13,8,15,15,91,80
01/01/2020,4,6,24,16,14,101,68,9,16,18,14,111,80,3,12,17,11,70,73,12,4,15,7,57,63,16,8,10,15,100,83
01/01/2020,5,5,22,15,15,104,72,5,16,16,15,116,83,2,12,14,11,74,78,12,6,14,7,64,67,16,8,9,14,102,83
01/01/2020,6,4,22,14,16,106,73,4,16,15,16,121,83,2,12,14,11,80,83,14,6,13,7,70,71,14,8,9,13,103,85
01/01/2020,7,3,22,13,16,107,74,4,16,14,18,127,85,2,12,14,12,86,88,14,6,10,7,71,75,10,8,11,12,104,87
01/01/2020,8,4,22,12,18,108,75,6,16,13,18,132,87,2,12,15,13,91,93,10,4,9,7,71,77,9,8,12,10,104,88
01/01/2020,9,9,20,21,20,108,77,11,14,15,19,137,88,9,10,20,13,94,96,14,4,8,6,71,78,13,6,10,8,104,90
01/01/2020,10,19,18,23,19,110,79,19,14,17,18,140,87,21,8,13,12,94,97,21,4,10,6,70,78,20,6,5,6,104,89
01/01/2020,11,42,16,12,17,112,79,22,14,7,16,143,85,24,8,5,11,93,97,32,4,7,6,67,79,21,4,2,5,104,87
01/01/2020,12,29,16,4,15,113,78,23,14,5,14,142,84,24,8,2,9,88,96,35,4,4,5,67,80,21,4,2,4,103,87
01/01/2020,13,26,16,2,12,113,77,23,14,6,12,141,83,24,8,2,8,88,95,34,4,2,5,67,80,22,4,2,3,102,88
01/01/2020,14,26,16,2,10,113,76,24,14,6,8,140,82,24,8,3,6,91,94,31,4,2,4,67,79,25,4,2,3,103,90
01/01/2020,15,26,16,2,8,113,75,25,14,8,6,140,83,26,6,3,5,94,93,23,4,2,4,68,79,29,4,2,2,104,92
01/01/2020,16,27,16,2,5,113,74,26,14,9,4,143,84,26,6,3,3,100,92,21,4,1,3,70,79,28,4,2,2,104,94
01/01/2020,17,24,16,2,2,113,75,24,14,9,2,144,85,24,6,2,2,101,92,21,4,1,2,71,78,26,4,3,1,104,97
01/01/2020,18,22,16,2,2,114,75,22,12,10,1,144,85,23,6,3,1,102,93,17,4,2,2,71,78,25,4,2,1,104,84
01/01/2020,19,19,14,4,2,114,76,21,12,10,2,144,85,21,6,4,1,102,93,16,4,4,1,73,78,26,4,3,1,104,84
01/01/2020,20,16,14,5,2,114,76,18,10,11,2,143,85,17,6,5,1,102,95,14,4,4,1,73,78,21,4,4,1,103,84
01/01/2020,21,15,12,6,2,113,74,16,10,11,2,141,85,15,6,6,1,102,98,14,4,3,1,71,79,19,4,4,1,102,82
01/01/2020,22,13,12,5,2,111,71,15,10,11,2,139,84,14,6,7,2,102,97,14,4,5,1,70,80,16,4,5,1,99,82
01/01/2020,23,11,12,7,2,110,71,14,10,10,3,139,83,11,6,7,2,102,96,14,4,9,1,67,81,14,4,4,1,94,81
01/01/2020,24,-99,10,-99,2,108,70,-99,10,-99,3,137,82,-99,6,-99,2,101,95,-99,4,-99,1,65,81,-99,4,-99,1,88,79
02/01/2020,1,-99,10,-99,2,107,68,-99,10,-99,3,137,80,-99,6,-99,2,100,92,-99,4,-99,1,60,81,-99,4,-99,2,80,76
02/01/2020,2,-99,8,-99,2,105,66,-99,10,-99,2,133,78,-99,6,-99,1,96,90,-99,2,-99,2,55,80,-99,4,-99,-99,70,73
02/01/2020,3,-99,8,-99,-99,103,64,-99,10,-99,-99,130,73,-99,6,-99,-99,90,86,-99,2,-99,-99,46,66,-99,4,-99,-99,57,69
02/01/2020,4,11,6,8,-99,100,61,11,8,3,-99,124,66,12,6,2,-99,86,81,14,2,2,-99,40,63,14,4,2,-99,49,62
02/01/2020,5,11,6,8,-99,93,58,11,8,3,-99,119,62,11,4,2,-99,78,75,12,2,2,-99,33,60,14,4,2,-99,44,58
02/01/2020,6,11,6,8,-99,83,55,8,6,5,-99,114,59,9,4,4,-99,71,69,13,2,3,-99,28,56,13,2,3,-99,40,52
02/01/2020,7,9,6,10,-99,74,53,6,6,9,-99,110,55,6,4,6,-99,64,63,14,2,4,-99,26,52,13,2,4,-99,39,52
02/01/2020,8,11,6,13,-99,70,51,6,6,10,-99,103,51,8,4,7,-99,57,58,11,2,6,-99,26,44,14,2,4,-99,38,49
02/01/2020,9,12,4,9,3,64,44,10,4,8,4,91,47,11,4,5,3,52,54,13,2,4,1,25,39,14,2,4,4,36,46
02/01/2020,10,14,4,7,3,50,37,14,4,5,4,73,45,14,4,4,3,50,51,14,2,3,1,24,34,15,2,3,4,34,45
02/01/2020,11,16,4,5,3,39,32,16,4,4,4,55,45,16,4,3,3,49,47,15,2,2,2,25,28,16,2,3,5,35,45
02/01/2020,12,17,4,3,3,35,30,17,4,4,4,57,47,15,4,4,3,50,47,16,2,2,2,24,24,17,2,3,5,36,45
02/01/2020,13,19,4,3,3,36,30,17,4,5,4,57,48,14,4,5,3,50,45,16,2,2,2,24,23,19,2,3,5,35,43
02/01/2020,14,19,4,4,3,46,31,18,4,4,4,52,48,14,4,5,3,46,43,16,2,2,2,24,23,20,2,3,5,34,41
02/01/2020,15,17,4,3,3,57,30,17,4,7,4,43,47,14,4,5,2,43,41,16,2,2,2,24,23,21,2,3,5,31,40
02/01/2020,16,19,4,3,2,65,31,16,4,7,3,48,47,14,4,6,2,39,41,18,2,2,1,24,23,19,2,3,5,29,39
02/01/2020,17,19,4,4,2,71,31,17,4,9,3,60,45,16,4,6,3,38,44,20,2,3,2,24,23,19,2,3,5,29,39
02/01/2020,18,19,4,6,1,73,31,16,2,10,3,68,44,16,4,6,3,39,44,21,2,3,2,25,22,19,2,4,5,28,38
02/01/2020,19,16,4,9,1,70,30,16,2,12,3,76,43,15,4,10,3,38,43,21,2,5,2,26,23,19,2,6,5,26,38
02/01/2020,20,16,4,7,2,68,30,15,2,15,3,76,43,11,2,13,4,38,39,19,2,3,2,25,21,21,2,8,5,25,37
02/01/2020,21,16,4,9,2,67,30,16,2,11,3,74,41,9,2,11,4,36,37,17,2,3,2,25,18,19,2,5,5,25,35
02/01/2020,22,14,4,10,2,68,29,12,2,12,4,73,39,11,2,10,4,36,35,16,2,7,2,26,18,18,2,5,5,25,33
02/01/2020,23,14,4,10,2,68,29,13,2,11,4,70,39,9,2,11,4,34,30,16,2,6,1,26,18,18,2,4,5,25,33
02/01/2020,24,14,4,7,2,68,28,14,2,10,4,70,38,11,2,7,4,33,27,18,2,2,1,26,18,17,2,3,5,25,33
03/01/2020,1,19,4,8,2,68,27,15,2,10,4,68,36,11,2,7,4,33,26,23,2,8,1,26,17,17,2,2,5,-99,31
03/01/2020,2,21,4,7,2,67,27,16,2,8,4,67,35,12,2,6,4,33,27,24,2,8,2,25,17,19,2,2,4,-99,31
03/01/2020,3,20,4,8,2,67,25,16,2,10,3,68,34,13,2,5,4,33,26,25,2,6,2,25,18,24,2,3,4,-99,32
03/01/2020,4,21,4,7,2,67,25,14,2,9,3,71,33,11,2,9,3,33,28,21,2,8,2,24,18,25,2,4,4,-99,32
03/01/2020,5,21,4,10,1,64,-99,12,2,12,3,74,32,12,2,8,2,33,27,19,2,6,2,24,18,22,2,8,3,-99,31
03/01/2020,6,19,4,11,1,65,-99,11,2,14,2,78,33,11,2,13,2,33,27,22,2,7,2,24,18,16,2,11,3,-99,31
03/01/2020,7,14,4,19,1,65,-99,5,2,17,3,78,33,2,2,15,3,34,28,16,2,11,2,24,18,13,2,14,3,-99,30
03/01/2020,8,4,4,20,2,67,-99,7,2,16,3,78,33,2,2,17,5,34,28,21,2,16,2,24,18,14,2,13,3,-99,30
03/01/2020,9,2,4,20,4,70,-99,5,2,17,4,77,33,4,2,13,5,35,28,20,2,16,2,24,18,11,2,17,5,-99,30
03/01/2020,10,8,4,21,5,74,-99,10,4,19,5,81,34,8,2,13,5,35,27,16,2,15,2,25,19,14,2,16,5,-99,31
03/01/2020,11,14,4,23,5,77,-99,16,4,21,5,87,36,15,2,14,5,35,27,25,2,13,3,25,19,23,2,13,5,-99,31
03/01/2020,12,23,4,19,6,77,-99,26,4,18,6,86,37,25,2,15,6,34,26,29,2,11,3,25,18,29,2,10,5,-99,31
03/01/2020,13,29,4,22,6,74,-99,33,4,15,6,87,38,31,2,11,6,33,26,34,2,8,3,24,18,34,2,7,5,-99,30
03/01/2020,14,31,4,19,7,64,-99,36,4,11,6,88,38,34,2,8,5,33,26,38,2,6,3,24,18,36,2,6,5,-99,29
03/01/2020,15,34,4,16,7,54,-99,39,2,11,5,90,40,38,2,11,5,33,26,40,2,6,3,23,18,37,2,5,5,-99,27
03/01/2020,16,37,4,17,7,46,-99,39,2,19,5,55,39,36,2,11,4,31,26,40,2,6,3,21,18,37,2,6,4,-99,27
03/01/2020,17,36,4,12,6,39,-99,33,2,16,5,50,39,34,2,13,3,25,20,34,2,7,2,20,18,36,2,7,3,-99,28
03/01/2020,18,35,4,14,5,36,-99,29,2,15,4,51,42,28,2,14,3,24,21,31,2,8,2,19,20,31,2,8,2,-99,29
03/01/2020,19,18,4,29,4,36,-99,24,2,19,4,55,44,18,2,21,3,25,23,26,2,15,2,20,22,29,2,12,2,-99,31
03/01/2020,20,14,4,29,5,40,-99,23,2,23,5,57,45,11,2,21,3,28,24,20,2,15,2,23,24,28,2,20,2,-99,36
03/01/2020,21,7,4,31,5,45,-99,21,2,23,5,60,47,11,2,26,4,29,25,18,2,18,2,25,28,26,2,22,2,-99,39
03/01/2020,22,2,4,30,5,51,-99,12,2,24,5,61,49,9,2,27,5,31,26,17,2,22,2,28,30,21,2,24,3,-99,43
03/01/2020,23,6,4,30,6,55,-99,11,4,24,6,64,51,5,2,27,5,33,29,16,2,22,3,29,33,21,2,21,4,-99,48
03/01/2020,24,4,4,29,7,58,-99,14,4,24,7,67,53,8,2,23,6,35,32,24,2,18,3,31,36,21,2,15,4,-99,52
04/01/2020,1,2,4,23,8,63,-99,9,4,23,8,71,54,6,2,20,6,36,35,27,2,20,4,33,40,9,2,22,4,-99,55
04/01/2020,2,3,4,20,10,67,56,4,4,23,9,74,56,4,2,19,7,39,39,27,2,18,5,36,44,9,2,24,4,-99,57
04/01/2020,3,4,6,20,10,70,56,5,4,22,9,77,57,5,2,19,6,40,42,24,2,19,5,36,47,11,2,14,4,-99,59
04/01/2020,4,2,6,19,10,74,56,4,4,22,9,81,58,5,2,20,6,43,44,25,2,18,6,36,51,11,2,17,5,64,60
04/01/2020,5,6,6,19,9,76,56,4,4,21,9,86,60,3,2,17,5,44,49,23,2,15,6,36,52,10,2,20,5,64,62
04/01/2020,6,10,6,17,8,78,56,6,4,20,10,90,62,4,4,18,5,44,50,15,2,19,6,38,54,5,2,17,5,63,63
04/01/2020,7,5,8,16,8,83,56,6,6,20,11,96,64,2,4,17,5,44,52,6,2,18,6,39,55,4,2,15,5,87,66
04/01/2020,8,8,10,15,7,84,57,9,6,20,11,100,65,4,4,14,5,45,53,2,2,17,6,39,56,4,2,14,5,86,68
04/01/2020,9,11,12,11,6,81,58,13,8,18,11,101,67,9,6,13,5,46,54,8,2,14,5,40,57,5,4,12,5,87,70
04/01/2020,10,14,14,13,6,78,59,16,8,16,10,102,69,11,8,15,5,49,56,13,4,15,5,41,58,11,6,13,5,90,71
04/01/2020,11,18,14,16,5,77,61,18,10,18,10,103,71,16,8,20,5,50,58,19,4,15,5,41,59,18,6,16,5,90,71
04/01/2020,12,23,16,13,5,78,63,26,12,20,9,103,72,20,10,22,5,76,69,27,6,16,4,44,61,29,8,16,5,91,71
04/01/2020,13,33,16,16,5,80,65,36,12,18,9,104,75,29,10,23,5,78,71,36,6,18,4,46,62,43,8,15,5,93,72
04/01/2020,14,39,18,14,5,80,67,46,14,16,7,105,78,39,12,23,5,80,73,46,6,20,5,50,65,55,8,12,4,99,73
04/01/2020,15,46,20,13,5,80,70,57,16,15,7,106,81,49,12,24,5,84,76,67,8,20,5,52,68,78,10,11,4,101,76
04/01/2020,16,46,20,11,4,84,73,71,18,13,7,107,83,57,14,21,5,88,79,90,8,20,5,57,69,88,10,12,4,102,78
04/01/2020,17,43,22,10,4,86,75,61,18,12,6,108,86,44,14,18,5,91,82,78,10,19,5,61,72,78,12,15,4,102,81
04/01/2020,18,32,22,10,3,88,77,36,18,12,6,107,86,29,16,17,5,94,84,40,10,14,5,67,74,55,12,17,4,102,84
04/01/2020,19,30,22,12,3,91,78,28,18,13,5,106,87,23,16,17,5,96,86,31,10,12,5,70,75,31,14,13,4,102,87
04/01/2020,20,22,24,17,3,90,78,22,18,15,5,105,86,19,16,14,5,97,87,26,12,10,5,70,75,21,14,13,4,101,87
04/01/2020,21,22,24,17,3,87,77,20,18,16,5,105,86,16,16,14,5,97,88,24,12,9,5,70,75,18,14,16,4,101,88
04/01/2020,22,21,24,18,4,87,78,16,18,16,5,104,86,16,16,18,4,97,88,24,12,10,4,68,75,18,14,20,4,97,88
04/01/2020,23,16,26,17,4,84,76,14,18,18,5,104,86,14,18,17,3,96,88,19,14,12,4,68,75,12,14,19,5,94,89
04/01/2020,24,12,28,14,4,83,76,15,18,18,5,103,85,12,20,16,3,93,86,20,18,14,3,67,75,11,14,19,5,93,89
05/01/2020,1,15,30,15,4,81,75,16,18,18,5,102,84,9,22,14,3,91,86,21,20,11,2,67,75,10,14,19,5,91,89
05/01/2020,2,15,30,16,5,78,74,14,18,17,5,102,84,8,22,17,2,91,85,24,20,11,2,67,75,11,14,19,5,88,89
05/01/2020,3,16,32,13,5,77,74,14,20,18,5,101,83,11,24,12,2,90,85,19,22,17,2,67,76,6,16,18,5,88,87
05/01/2020,4,14,40,17,5,76,74,14,22,18,5,101,83,11,24,15,2,88,85,16,22,15,2,67,76,7,16,16,5,88,87
05/01/2020,5,15,46,19,5,77,75,12,22,16,5,99,81,11,26,17,2,88,85,14,22,12,2,67,76,12,16,14,4,87,86
05/01/2020,6,16,48,18,5,77,75,10,22,17,4,97,81,6,28,17,2,88,86,14,22,12,2,65,77,13,16,13,4,87,85
05/01/2020,7,7,50,17,6,76,75,8,20,17,3,91,79,6,30,19,2,87,85,14,22,14,2,67,77,9,16,15,3,86,84
05/01/2020,8,5,46,16,6,74,75,7,20,15,4,88,79,3,30,20,3,86,84,16,22,17,2,65,78,7,16,18,3,84,83
05/01/2020,9,9,48,16,7,73,74,11,20,16,5,86,79,6,30,20,3,86,84,20,22,14,3,64,78,6,16,17,4,83,82
05/01/2020,10,17,48,17,8,71,73,16,20,20,5,84,78,11,30,23,4,84,83,20,22,14,3,64,78,16,16,15,4,81,81
05/01/2020,11,25,50,16,8,70,71,24,22,25,6,84,78,15,30,22,5,81,82,35,22,15,4,63,77,26,16,13,4,81,80
05/01/2020,12,33,48,15,8,67,70,36,22,29,6,86,78,26,30,22,5,80,81,44,22,16,4,61,77,36,16,17,4,80,78
05/01/2020,13,44,48,15,8,63,68,45,20,27,7,86,78,38,30,18,5,78,80,47,22,12,4,58,77,49,18,17,5,74,78
05/01/2020,14,50,48,15,7,60,66,61,20,20,7,86,78,46,30,15,5,76,79,63,20,11,4,57,75,69,16,16,5,68,76
05/01/2020,15,65,48,14,6,55,63,92,18,19,8,83,77,46,28,17,5,71,76,73,20,10,4,52,72,76,16,16,5,64,75
05/01/2020,16,63,46,14,5,51,61,101,18,14,8,81,76,67,28,17,4,65,72,80,20,9,4,49,69,73,16,13,5,60,74
05/01/2020,17,88,46,10,5,49,58,105,18,15,9,80,76,67,28,21,4,60,68,82,20,12,3,45,66,76,14,12,4,57,72
05/01/2020,18,57,48,12,4,50,57,90,20,18,9,78,75,55,28,22,4,57,67,59,18,14,3,41,65,78,14,16,4,52,70
05/01/2020,19,35,50,28,3,51,56,34,22,25,9,78,75,13,28,32,4,55,66,50,18,30,3,40,64,45,14,33,5,52,68
05/01/2020,20,29,52,29,4,52,58,19,22,36,9,80,75,24,28,33,4,52,64,49,18,38,5,40,64,31,14,41,6,52,69
05/01/2020,21,20,53,30,5,55,59,13,22,35,9,81,77,11,30,33,5,55,66,39,18,38,6,40,64,31,16,36,7,55,71
05/01/2020,22,16,54,27,5,57,59,6,22,27,10,86,78,7,30,34,7,58,68,30,18,33,7,40,65,34,16,30,7,63,73
05/01/2020,23,8,55,31,6,55,60,6,24,29,12,88,79,6,36,38,10,60,68,27,18,29,7,41,65,26,16,25,9,65,74
05/01/2020,24,15,56,24,6,55,60,9,38,27,13,91,79,5,38,30,13,61,70,26,18,32,8,41,65,15,16,28,10,68,75
06/01/2020,1,19,56,21,7,57,61,6,50,24,13,94,80,4,42,26,14,61,70,22,18,22,9,43,65,10,16,23,11,71,76
06/01/2020,2,6,58,21,8,60,61,6,55,22,13,96,81,2,44,29,15,63,71,21,18,26,9,44,66,16,20,21,11,76,76
06/01/2020,3,9,57,23,7,63,61,3,56,20,13,99,82,2,48,24,14,61,70,21,18,22,9,46,66,17,26,20,10,77,76
06/01/2020,4,9,56,22,7,65,62,2,56,19,13,100,83,2,51,20,14,63,70,17,18,22,8,46,67,10,32,20,9,77,76
06/01/2020,5,5,55,23,8,67,61,4,57,18,14,102,86,2,52,20,13,64,71,16,18,20,8,48,67,12,36,19,8,78,77
06/01/2020,6,2,55,22,8,68,61,4,57,19,13,103,88,2,53,22,11,64,71,21,18,21,7,49,68,3,40,19,8,81,78
06/01/2020,7,2,55,23,9,70,61,1,57,18,13,103,88,4,54,24,9,67,72,21,18,26,7,51,68,3,42,20,8,84,79
06/01/2020,8,2,55,24,10,71,61,2,57,19,13,104,89,4,55,25,10,73,77,24,18,27,7,54,68,4,44,20,7,87,79
06/01/2020,9,3,55,28,12,74,63,4,57,21,14,105,90,4,55,26,11,77,78,12,18,30,8,55,69,6,44,25,10,87,79
06/01/2020,10,6,54,34,15,74,64,9,57,30,14,107,93,7,55,26,12,80,80,19,18,30,9,57,70,20,44,31,12,88,81
06/01/2020,11,14,54,45,16,81,65,19,56,34,14,108,94,17,55,36,12,81,80,24,20,28,9,60,71,29,44,32,13,91,82
06/01/2020,12,27,55,44,17,86,67,35,56,40,14,108,93,31,55,42,12,84,81,39,20,24,9,63,73,51,44,38,14,93,84
06/01/2020,13,46,55,36,17,88,70,76,57,30,14,108,93,42,55,35,12,87,82,59,20,23,9,65,73,98,44,40,15,96,87
06/01/2020,14,65,55,31,16,88,72,100,57,21,13,108,93,53,55,24,12,88,83,90,20,18,9,70,74,107,44,18,15,99,90
06/01/2020,15,100,55,30,15,90,75,107,57,15,13,108,92,69,55,20,11,88,84,111,20,20,9,73,76,115,44,19,14,101,92
06/01/2020,16,111,55,30,13,93,77,116,57,13,11,109,92,90,55,25,9,93,86,122,22,18,8,74,78,125,44,18,13,101,94
06/01/2020,17,115,55,29,10,94,80,120,57,30,10,110,94,102,55,23,8,96,88,121,22,20,7,76,79,121,44,18,10,102,96
06/01/2020,18,88,55,25,8,94,81,98,56,31,9,111,96,92,55,31,7,96,88,109,22,27,6,78,80,92,44,17,8,102,97
06/01/2020,19,35,54,37,7,94,83,43,56,25,8,111,97,34,55,43,6,97,89,86,22,43,7,81,82,40,44,19,7,103,97
06/01/2020,20,25,54,39,8,94,82,32,56,33,8,112,98,19,55,33,7,101,91,34,22,36,6,86,84,38,44,30,6,105,96
06/01/2020,21,19,54,36,8,97,82,23,56,33,8,113,98,11,54,41,8,100,90,26,22,41,6,88,85,34,42,35,6,104,95
06/01/2020,22,15,55,37,9,97,82,15,56,39,10,113,98,5,53,38,9,101,90,29,22,39,7,87,87,26,42,37,6,102,94
06/01/2020,23,15,55,32,10,100,83,8,56,40,11,114,99,4,52,39,11,101,90,31,22,31,7,86,88,11,42,35,9,102,94
06/01/2020,24,18,53,29,10,101,84,2,52,37,13,114,100,14,51,36,13,102,90,29,22,29,8,86,89,4,42,33,11,103,95
07/01/2020,1,22,50,29,11,101,84,1,44,34,14,115,102,19,50,32,14,103,92,27,22,25,7,87,89,6,42,33,14,103,95
07/01/2020,2,26,42,24,11,101,84,1,36,29,15,116,103,18,46,29,15,103,92,31,22,19,7,86,89,14,38,29,15,103,97
07/01/2020,3,26,42,22,10,101,84,1,36,27,16,117,104,7,44,28,15,103,93,35,22,12,6,84,89,19,32,29,16,103,98
07/01/2020,4,24,42,19,9,101,83,4,32,25,18,118,105,4,44,25,15,103,93,36,22,19,5,84,88,14,28,27,17,103,99
07/01/2020,5,26,42,20,9,101,83,1,30,24,18,118,104,2,42,24,15,103,93,35,22,17,5,83,88,6,24,23,18,103,102
07/01/2020,6,15,42,29,8,100,83,2,28,24,17,119,104,2,42,28,15,103,93,37,22,20,4,83,86,4,20,23,16,103,102
07/01/2020,7,17,42,26,8,101,83,3,28,26,17,121,106,6,40,25,15,104,93,32,22,25,3,83,87,8,16,22,14,103,103
07/01/2020,8,11,42,27,8,101,83,4,28,22,21,122,108,10,40,30,16,103,89,26,24,27,3,80,86,3,16,21,13,103,102
07/01/2020,9,17,42,29,8,101,82,7,28,30,23,125,110,13,40,27,16,103,89,27,24,22,4,80,86,4,14,27,12,103,102
07/01/2020,10,26,42,25,8,101,82,18,24,29,22,126,111,16,40,21,15,103,88,31,26,16,4,77,85,12,14,33,11,104,102
07/01/2020,11,26,42,18,8,100,81,26,22,14,20,125,110,19,40,20,15,103,87,31,28,14,4,74,83,23,14,30,10,104,102
07/01/2020,12,32,42,13,8,99,80,30,20,10,18,124,108,26,40,13,13,102,86,34,28,13,4,70,81,26,12,20,9,104,101
07/01/2020,13,36,40,10,7,97,77,34,18,9,17,122,106,30,38,12,12,102,84,35,28,10,4,68,78,34,12,9,8,103,97
07/01/2020,14,39,40,9,6,93,74,38,18,9,15,121,104,36,38,9,10,101,80,36,28,11,4,65,77,39,10,6,8,103,93
07/01/2020,15,41,38,10,5,90,72,40,16,10,11,120,103,39,38,9,8,100,78,41,28,11,4,63,75,44,10,8,7,102,90
07/01/2020,16,40,38,10,4,87,69,40,16,10,6,119,102,45,38,9,5,97,76,48,28,11,3,61,73,47,10,7,6,102,87
07/01/2020,17,37,38,12,3,86,66,39,16,14,3,118,99,44,36,15,2,94,75,51,26,11,3,61,72,47,10,9,4,101,85
07/01/2020,18,31,38,17,3,86,65,31,14,15,2,118,96,33,36,18,2,93,73,44,26,15,3,60,71,45,10,21,3,102,83
07/01/2020,19,23,38,21,3,84,64,22,14,15,3,118,94,17,36,19,3,93,72,27,26,21,3,58,69,22,10,18,2,101,82
07/01/2020,20,21,38,19,3,84,63,16,14,15,3,117,92,16,38,19,3,93,71,24,28,17,3,57,67,14,10,21,2,101,82
07/01/2020,21,20,38,17,3,84,62,14,14,18,3,117,92,15,38,17,3,91,70,21,28,14,3,55,65,10,12,22,2,102,81
07/01/2020,22,18,38,16,4,81,62,11,14,21,4,116,91,14,36,17,3,90,69,19,28,14,3,55,64,8,12,20,3,102,80
07/01/2020,23,16,38,15,4,80,61,8,14,20,4,116,90,10,36,16,3,88,68,14,26,16,3,55,62,9,14,19,3,102,79
07/01/2020,24,-99,36,-99,3,78,60,-99,14,-99,4,115,89,-99,34,-99,4,84,66,-99,26,-99,3,54,60,-99,14,-99,4,102,77
08/01/2020,1,-99,36,-99,3,78,60,-99,12,-99,5,114,88,-99,32,-99,4,81,65,-99,24,-99,3,52,59,-99,14,-99,4,101,75
08/01/2020,2,-99,38,-99,4,77,59,-99,12,-99,5,113,85,-99,32,-99,4,80,64,-99,24,-99,4,54,58,-99,14,-99,4,100,73
08/01/2020,3,-99,40,-99,-99,77,60,-99,12,-99,-99,112,83,-99,32,-99,-99,78,63,-99,24,-99,-99,54,59,-99,14,-99,-99,99,72
08/01/2020,4,14,40,10,-99,77,60,11,12,15,-99,110,81,9,32,14,-99,78,63,17,24,12,-99,54,59,9,14,12,-99,99,70
08/01/2020,5,12,40,10,-99,77,60,11,12,17,-99,108,79,11,32,12,-99,77,62,16,24,13,-99,54,59,9,16,12,-99,97,68
08/01/2020,6,4,40,15,-99,78,61,6,12,16,-99,107,77,9,32,15,-99,76,61,12,24,18,-99,54,59,7,14,14,-99,96,67
08/01/2020,7,1,40,19,-99,77,61,2,14,15,-99,106,76,3,32,15,-99,71,61,13,26,18,-99,54,59,6,14,15,-99,94,66
08/01/2020,8,1,38,18,-99,77,61,1,14,15,-99,105,73,2,30,16,-99,68,60,10,24,18,-99,54,59,4,14,15,-99,94,66
08/01/2020,9,3,36,20,8,76,61,7,16,19,7,102,69,4,28,17,4,67,59,9,24,18,3,54,59,6,14,17,5,93,66
08/01/2020,10,8,32,21,7,77,61,10,16,24,7,99,67,7,26,20,5,65,59,19,22,19,4,55,59,14,14,20,5,90,65
08/01/2020,11,15,32,30,8,74,60,17,16,29,8,99,69,15,24,31,5,67,59,24,20,20,5,58,60,24,14,26,6,93,65
08/01/2020,12,20,32,34,8,74,61,30,16,28,9,102,71,26,24,37,7,68,61,29,18,19,5,60,61,34,14,28,7,96,65
08/01/2020,13,36,34,37,9,78,63,45,18,27,9,103,74,39,24,34,8,73,64,42,18,17,5,63,63,51,14,30,8,99,68
08/01/2020,14,69,34,27,10,81,65,86,18,19,9,104,77,55,24,24,8,77,67,84,18,17,5,65,64,92,14,27,9,101,71
08/01/2020,15,63,34,26,9,83,66,104,18,13,8,105,80,73,24,21,8,78,68,104,18,16,5,68,65,101,14,20,9,102,74
08/01/2020,16,90,34,26,7,84,68,112,18,15,7,105,82,73,24,15,7,78,69,108,18,18,5,70,67,108,14,15,9,102,77
08/01/2020,17,94,36,27,6,90,71,102,18,12,7,105,82,61,24,17,6,80,71,110,18,16,5,71,68,109,16,15,7,102,78
08/01/2020,18,71,34,27,6,93,74,51,18,15,6,105,84,59,24,19,5,81,72,103,18,18,5,71,69,48,16,10,6,102,79
08/01/2020,19,39,32,46,7,94,76,28,18,21,5,105,85,26,24,22,5,81,71,40,18,32,6,73,70,33,16,11,5,102,79
08/01/2020,20,29,30,42,8,96,78,24,18,20,5,106,85,11,22,22,4,80,72,69,16,32,6,74,70,30,14,11,5,101,79
08/01/2020,21,29,26,36,8,97,78,16,18,21,4,106,85,11,20,32,4,78,71,57,16,34,6,76,72,21,12,17,4,94,78
08/01/2020,22,29,28,34,8,100,80,10,18,25,4,105,85,22,20,34,5,80,72,39,16,29,7,77,73,10,12,20,4,90,78
08/01/2020,23,32,32,26,8,101,80,9,18,25,5,106,87,24,22,32,5,81,74,32,18,29,7,81,75,4,10,20,5,91,79
08/01/2020,24,26,32,32,9,102,81,8,18,25,5,106,87,17,22,32,5,84,75,36,18,18,6,81,76,4,10,26,5,91,80
09/01/2020,1,26,34,29,9,102,82,8,18,25,6,106,89,6,24,32,6,87,76,37,18,24,6,83,77,11,10,27,5,93,81
09/01/2020,2,31,34,25,8,102,83,7,16,24,8,107,90,6,24,30,7,90,77,39,18,20,6,83,78,10,10,26,6,93,82
09/01/2020,3,23,34,21,6,103,84,3,16,23,8,107,92,6,24,28,8,91,79,38,18,22,5,83,78,16,10,26,7,93,83
